generation,evaluations,best_fitness,mean_fitness,mean_modules
1,200,15.368787265568827,18.46111444825121,18.19
2,300,15.20185121722126,17.002707179002222,13.52
3,400,14.595451410656818,16.37845722346919,10.09
4,500,14.595451410656818,15.906908695314444,9.76
5,600,14.367156809750927,15.884109679030589,9.53
6,700,14.272077843177478,15.734658505577132,9.58
7,800,14.12074368738204,15.601829333790615,9.49
8,900,14.12074368738204,15.417143552224633,9.9
9,1000,13.991153452528778,15.527504424848496,9.65
10,1100,13.98790581563873,15.543001266838726,9.56
11,1200,13.458703314492292,15.288622743815672,10.45
12,1300,13.458703314492292,15.10955261076248,10.8
13,1400,13.458703314492292,14.981863010128176,10.85
14,1500,13.458703314492292,14.818947482956208,10.92
15,1600,13.260681686165901,14.817348659911913,11.01
16,1700,13.260681686165901,14.589341340353165,11.29
17,1800,13.008304597359459,14.742505531356185,10.83
18,1900,12.829563014098701,14.438945069852686,11.89
19,2000,12.760232526704263,14.157949437859383,12.31
20,2100,12.760232526704263,14.369306477510642,12.4
21,2200,12.760232526704263,14.206571968387063,12.37
22,2300,12.760232526704263,14.134882926122122,12.2
23,2400,12.760232526704263,14.053267998998392,12.37
24,2500,12.56332495807108,14.079244176807656,12.3
25,2600,12.56332495807108,13.996290481963353,12.47
26,2700,12.56332495807108,14.11581047430659,12.35
27,2800,12.447213595499958,14.074985529354155,12.57
28,2900,12.447213595499958,14.121415584208657,12.34
29,3000,12.447213595499958,14.091796528657913,12.75
30,3100,12.447213595499958,13.913757691131986,13.01
31,3200,12.447213595499958,13.93812837871607,12.83
32,3300,12.447213595499958,13.97210832192636,12.85
33,3400,12.447213595499958,13.84565137277324,12.4
34,3500,12.447213595499958,13.809296824711748,13.09
35,3600,12.447213595499958,14.045034621559806,12.7
36,3700,12.274165738677395,14.000708697801947,12.62
37,3800,12.274165738677395,13.977946305691876,12.41
38,3900,12.274165738677395,13.955285040975939,12.63
39,4000,12.209901951359278,13.941977965677225,12.94
40,4100,12.209901951359278,13.964239071550491,12.77
41,4200,12.209901951359278,14.0044832971429,12.42
42,4300,12.209901951359278,13.961717883069696,12.52
43,4400,12.209901951359278,13.797461044623331,12.75
44,4500,12.209901951359278,13.856659393600408,12.79
45,4600,12.209901951359278,13.77767997955641,12.57
46,4700,12.209901951359278,13.868667632671155,12.76
47,4800,12.209901951359278,13.76748753316309,12.69
48,4900,12.209901951359278,13.939045523767348,12.79
49,5000,12.209901951359278,13.804505267944451,12.78
50,5100,12.209901951359278,13.852375354223263,12.76
51,5200,12.209901951359278,13.897578219537154,12.47
52,5300,12.209901951359278,13.73649365665444,12.94
53,5400,12.209901951359278,13.625331310496277,12.84
54,5500,12.18309518948453,13.834024893711717,12.87
55,5600,12.18309518948453,13.911341059302375,12.72
56,5700,12.18309518948453,13.793886990724712,12.59
57,5800,12.18309518948453,13.694868795375577,12.69
58,5900,12.18309518948453,13.699148235388689,12.4
59,6000,12.18309518948453,13.67686520863114,12.75
60,6100,12.18309518948453,13.814793568816857,12.44
61,6200,12.18309518948453,13.98113593999154,12.66
62,6300,12.18309518948453,13.759239677075763,12.75
63,6400,12.18309518948453,13.827196618796087,12.44
64,6500,12.18309518948453,14.014207094757987,12.07
65,6600,12.18309518948453,13.816331135320166,12.55
66,6700,12.18309518948453,13.844292341738738,12.74
67,6800,12.18309518948453,13.729902777624073,12.72
68,6900,12.18309518948453,13.622797941111914,12.96
69,7000,12.18309518948453,13.504231082380441,12.99
70,7100,12.18309518948453,13.748138947187858,13.24
71,7200,12.18309518948453,13.753040784900072,12.69
72,7300,12.18309518948453,13.785198401897246,12.74
73,7400,12.18309518948453,13.798405644146545,12.59
74,7500,12.18309518948453,13.73452738843688,12.52
75,7600,12.18309518948453,13.778444634025092,12.8
76,7700,12.18309518948453,13.60360205051604,12.57
77,7800,12.18309518948453,13.785348260986687,12.31
78,7900,12.18309518948453,13.899812322610966,12.39
79,8000,12.18309518948453,13.834549882465694,12.89
80,8100,12.18309518948453,13.8898873922416,12.46
81,8200,12.18309518948453,13.829240374271853,12.32
82,8300,12.18309518948453,13.746229462969591,13.03
83,8400,12.18309518948453,13.644699181861178,12.82
84,8500,12.18309518948453,13.895173765264566,12.18
85,8600,12.18309518948453,13.714086808776944,12.62
86,8700,12.18309518948453,13.84433788790472,12.19
87,8800,12.18309518948453,13.835440231909532,12.57
88,8900,12.18309518948453,13.805799897687022,13.08
89,9000,12.18309518948453,13.648695687481114,12.85
90,9100,12.18309518948453,13.66404363948758,12.91
91,9200,12.18309518948453,13.773277141090528,12.55
92,9300,12.18309518948453,13.785045556668415,12.91
93,9400,12.18309518948453,13.685238591480278,12.76
94,9500,12.18309518948453,13.670564692722927,12.56
95,9600,12.18309518948453,13.80723877915856,12.39
96,9700,12.18309518948453,13.761939290978756,12.11
97,9800,12.18309518948453,13.878525574176477,12.24
98,9900,12.18309518948453,13.915670218946218,12.84
99,10000,12.18309518948453,13.789478906154448,12.62
100,10100,12.18309518948453,13.80725240472048,12.66
