generation,evaluations,mean_parent_fitness
1,100,19.72780032228651
2,200,17.440717076750005
3,300,16.097828753142753
4,400,15.404317143632898
5,500,15.062606613819208
6,600,14.798237502488865
7,700,14.740287764682908
8,800,14.535811050864044
9,900,14.389189828148186
10,1000,14.123639605136741
11,1100,14.101718385216497
12,1200,13.956231247169622
13,1300,13.933834345510217
14,1400,13.963079069312167
15,1500,13.805613157859586
16,1600,13.62814053442926
17,1700,13.619318826347262
18,1800,13.476031748336249
19,1900,13.563451662076934
20,2000,13.632739848482652
21,2100,13.616298000878675
22,2200,13.55932469140071
23,2300,13.554494971687049
24,2400,13.646590790041547
25,2500,13.71074745666076
26,2600,13.607303254348437
27,2700,13.448399412286241
28,2800,13.384202787834345
29,2900,13.403020824641526
30,3000,13.302095923612473
31,3100,13.286915070511785
32,3200,13.226188683340656
33,3300,13.18299853821686
34,3400,13.118901833958944
35,3500,13.202858571710333
36,3600,13.129922698462243
37,3700,13.091179111289009
38,3800,13.146677212425383
39,3900,13.423447516213216
40,4000,13.30266741284538
41,4100,13.408236553711031
42,4200,13.26724764274382
43,4300,13.319369069206436
44,4400,13.392793981876569
45,4500,13.230360948865902
46,4600,13.067120981435966
47,4700,13.211943103589089
48,4800,13.152439866885866
49,4900,13.289963705684803
50,5000,13.330605164545679
51,5100,13.248307433485172
52,5200,13.269683122506624
53,5300,13.316535664703306
54,5400,13.25056078423766
55,5500,13.238707147270167
56,5600,13.136734849929955
57,5700,13.23545743010563
58,5800,13.28522049284501
59,5900,13.307265729668796
60,6000,12.998947872473352
61,6100,12.883328082868072
62,6200,12.977193515839065
63,6300,13.099700056502282
64,6400,13.10521360306159
65,6500,13.1412371365525
66,6600,13.024113632630485
67,6700,13.08206739282986
68,6800,13.082147698195262
69,6900,13.101448807956004
70,7000,13.144962902218854
71,7100,13.246133188025652
72,7200,13.116319433700607
73,7300,13.130233909860781
74,7400,13.162627440845606
75,7500,13.266337176036746
76,7600,13.157451278373006
77,7700,12.891922416415479
78,7800,13.111983323740873
79,7900,13.087268896718271
80,8000,13.062536388231512
81,8100,13.047427230995783
82,8200,13.136205240490446
83,8300,13.112749652428349
84,8400,12.963619550450662
85,8500,12.93359548564943
86,8600,13.108421311090925
87,8700,13.03430917219445
88,8800,12.968065937708024
89,8900,13.040800578200654
90,9000,13.1817679586798
91,9100,13.214043155455448
92,9200,13.154543661693918
93,9300,13.231550338509976
94,9400,13.307039270287206
95,9500,13.401365091512014
96,9600,13.288706076301912
97,9700,13.153337348607039
98,9800,13.071792976189744
99,9900,13.163542042066975
100,10000,13.06756666868099
