generation,evaluations,mean_parent_fitness
1,100,19.746356588009824
2,200,17.319234647144725
3,300,16.225259162803845
4,400,15.704872251104812
5,500,15.44002886206566
6,600,15.203737000457673
7,700,15.082875341686497
8,800,14.971677746816122
9,900,14.830278490847936
10,1000,14.776964731756056
11,1100,14.699600291606108
12,1200,14.60830752219702
13,1300,14.33243249055667
14,1400,14.069857410579043
15,1500,14.007029380117297
16,1600,13.89111264038418
17,1700,13.745210676929272
18,1800,13.658593328602157
19,1900,13.560553642222805
20,2000,13.513928218678306
21,2100,13.606425113921059
22,2200,13.607012295676288
23,2300,13.670641735005484
24,2400,13.682548262506026
25,2500,13.63242608961492
26,2600,13.695779217687441
27,2700,13.788954493710666
28,2800,13.541972024752917
29,2900,13.563176855538188
30,3000,13.435481378431428
31,3100,13.468821204882659
32,3200,13.501443936055745
33,3300,13.631503425420485
34,3400,13.82914910987204
35,3500,13.676710614488474
36,3600,13.702775656715852
37,3700,13.788361912703518
38,3800,13.675832544610207
39,3900,13.422242254551657
40,4000,13.603907963237983
41,4100,13.566237676119687
42,4200,13.524093499535923
43,4300,13.455057245919374
44,4400,13.398616271945949
45,4500,13.382337322631594
46,4600,13.553066515315248
47,4700,13.516039095768912
48,4800,13.723920571354991
49,4900,13.734496790174394
50,5000,13.684336405623247
51,5100,13.584575405927968
52,5200,13.664251586138203
53,5300,13.500437596678612
54,5400,13.480328938859989
55,5500,13.408132990304129
56,5600,13.34166862209643
57,5700,13.345684070120962
58,5800,13.399822234301363
59,5900,13.46315157688989
60,6000,13.596286956810294
61,6100,13.699238866471177
62,6200,13.492899869410092
63,6300,13.303887037874787
64,6400,13.498419892817074
65,6500,13.375787964584237
66,6600,13.32092463077937
67,6700,13.385384376905364
68,6800,13.361049520971624
69,6900,13.197696656470395
70,7000,13.187056312324382
71,7100,13.195096577710766
72,7200,13.31335348998147
73,7300,13.278284148636155
74,7400,13.402754647273355
75,7500,13.38482619819394
76,7600,13.533184992662948
77,7700,13.48933962510021
78,7800,13.262039934741438
79,7900,13.368762673742044
80,8000,13.346198165536595
81,8100,13.459290053700494
82,8200,13.17545714717345
83,8300,13.21918892608779
84,8400,13.291873958416735
85,8500,13.408070908172576
86,8600,13.436203830730978
87,8700,13.370864228118226
88,8800,13.341267195300759
89,8900,13.401958938806768
90,9000,13.439389272061778
91,9100,13.579769698418904
92,9200,13.497237843636725
93,9300,13.401667861307399
94,9400,13.380959132797525
95,9500,13.439494186417786
96,9600,13.525330408726017
97,9700,13.428300435810403
98,9800,13.379822420199698
99,9900,13.466342195390634
100,10000,13.3514341552146
