generation,evaluations,best_fitness,mean_fitness,mean_modules
1,200,15.12074368738204,18.74833449516032,18.22
2,300,14.754065922853801,17.035657919383404,11.19
3,400,14.458703314492292,16.216989104504293,10.25
4,500,14.458703314492292,15.907117963913576,11.27
5,600,14.057583690279023,15.623513530391413,11.64
6,700,14.049285568453591,15.384648214642151,11.22
7,800,14.049285568453591,15.263540809306845,12.15
8,900,13.769693845669908,15.2239706287392,11.86
9,1000,13.769693845669908,15.213423694476107,12.37
10,1100,13.769693845669908,15.241251965282322,12.27
11,1200,13.505547008526777,15.15624338854309,11.88
12,1300,13.505547008526777,15.028817589240175,11.7
13,1400,13.4,14.900390677874515,11.62
14,1500,13.366190378969058,14.719284470658804,11.97
15,1600,13.366190378969058,14.987766508343977,12.28
16,1700,13.366190378969058,14.846716711434583,11.99
17,1800,13.329563014098701,14.724936942645003,11.56
18,1900,13.329563014098701,14.54247147980235,11.35
19,2000,13.329563014098701,14.818984395680147,11.18
20,2100,13.299999999999999,14.742129716751142,11.57
21,2200,13.299999999999999,14.77395126106778,11.9
22,2300,13.299999999999999,14.774832082886967,12.31
23,2400,12.9,14.981502602680717,11.74
24,2500,12.9,14.60124960371751,11.58
25,2600,12.9,14.88482632755099,12.12
26,2700,12.9,14.786624038700891,11.96
27,2800,12.9,14.786107805831598,11.96
28,2900,12.894427190999917,14.536145474731875,11.57
29,3000,12.894427190999917,14.627091428044512,11.25
30,3100,12.869535971483266,14.418441191981703,11.51
31,3200,12.869535971483266,14.447212433090607,11.54
32,3300,12.869535971483266,14.279805134210369,12.11
33,3400,12.869535971483266,14.307402983486373,11.74
34,3500,12.869535971483266,14.530950037865312,11.44
35,3600,12.869535971483266,14.498907788238165,12.29
36,3700,12.80990195135928,14.362090816820649,12.26
37,3800,12.80990195135928,14.245561554743697,12.32
38,3900,12.707106781186548,14.328203387579741,12.18
39,4000,12.707106781186548,14.264367417071568,13.07
40,4100,12.700000000000001,14.213848413690389,12.91
41,4200,12.700000000000001,14.255689600385853,12.97
42,4300,12.700000000000001,14.459527150066014,12.43
43,4400,12.700000000000001,14.427102459338732,12.86
44,4500,12.700000000000001,14.39483922677809,12.7
45,4600,12.700000000000001,14.595818487178477,12.78
46,4700,12.700000000000001,14.383575021177048,12.57
47,4800,12.700000000000001,14.34078305506611,13.28
48,4900,12.700000000000001,14.417429866702923,13.23
49,5000,12.700000000000001,14.412127347362402,12.18
50,5100,12.700000000000001,14.503713945573624,12.48
51,5200,12.700000000000001,14.548660707321254,13.16
52,5300,12.700000000000001,14.348669388582056,13.24
53,5400,12.6,14.372255467170083,12.84
54,5500,12.6,14.340658669267746,12.79
55,5600,12.6,14.306182133330594,12.86
56,5700,12.6,14.303084095767701,12.6
57,5800,12.544948974278318,14.47113095059531,12.94
58,5900,12.544948974278318,14.21709687825345,12.82
59,6000,12.544948974278318,14.2294424159021,13.15
60,6100,12.544948974278318,14.252016648317067,13.45
61,6200,12.544948974278318,14.284179456095849,13.39
62,6300,12.544948974278318,14.254356367016571,12.79
63,6400,12.544948974278318,13.94930623805574,13.44
64,6500,12.544948974278318,14.220041789683783,13.32
65,6600,12.474165738677394,14.006418880615415,13.28
66,6700,12.474165738677394,14.268170509959676,12.49
67,6800,12.474165738677394,14.213992290093708,13.0
68,6900,12.474165738677394,14.664618613350099,12.1
69,7000,12.474165738677394,14.560842046071382,12.73
70,7100,12.474165738677394,14.495393329229113,12.84
71,7200,12.474165738677394,14.493939321550688,13.47
72,7300,12.474165738677394,14.190098566701852,13.25
73,7400,12.474165738677394,14.388301858013174,12.77
74,7500,12.474165738677394,14.36067194676459,12.76
75,7600,12.474165738677394,14.248288882205655,12.72
76,7700,12.389897948556635,14.267754736035313,12.48
77,7800,12.389897948556635,14.223068736436185,12.97
78,7900,12.389897948556635,14.363518260457148,12.92
79,8000,12.389897948556635,14.25011494474318,12.84
80,8100,12.389897948556635,14.212878682103364,12.89
81,8200,12.389897948556635,14.267330267430458,12.82
82,8300,12.389897948556635,14.345554845437544,12.44
83,8400,12.389897948556635,14.335756519698194,12.01
84,8500,12.389897948556635,14.432250658051538,12.43
85,8600,12.378232998312527,14.185104921278153,12.76
86,8700,12.378232998312527,14.127364648501544,12.4
87,8800,12.378232998312527,14.36319207854825,12.58
88,8900,12.378232998312527,14.292960586374948,12.37
89,9000,12.378232998312527,14.268188236962724,12.63
90,9100,12.378232998312527,14.13312899364646,12.27
91,9200,12.209901951359278,14.31642925542235,12.01
92,9300,12.209901951359278,14.046007398596254,12.33
93,9400,12.209901951359278,14.114293418486547,11.99
94,9500,12.209901951359278,14.223915822904441,12.44
95,9600,12.209901951359278,14.249107264164413,12.32
96,9700,12.209901951359278,14.393910929114126,12.33
97,9800,12.209901951359278,14.337989115013848,12.02
98,9900,12.209901951359278,14.204751607909754,11.57
99,10000,12.209901951359278,14.464432557428063,11.99
100,10100,12.209901951359278,14.219732865347556,12.23
