generation,evaluations,mean_parent_fitness
1,100,20.78686771880159
2,200,18.60058318163751
3,300,17.734440080096615
4,400,17.244361647887263
5,500,16.555827622707955
6,600,16.29153080817365
7,700,15.991954127218145
8,800,15.81045116264823
9,900,15.80722068721658
10,1000,15.797927427219225
11,1100,15.536969688138324
12,1200,15.545869663322241
13,1300,15.592734842560338
14,1400,15.48327222248163
15,1500,15.4288620481002
16,1600,15.240148524427306
17,1700,15.55944742740688
18,1800,15.31377796689058
19,1900,15.393569781306027
20,2000,15.51132417925464
21,2100,15.520424635661433
22,2200,15.698527585127229
23,2300,15.802160215520647
24,2400,15.623661685038837
25,2500,15.493572336397241
26,2600,15.777849276595301
27,2700,15.841179083515925
28,2800,15.311248360887657
29,2900,15.544596829806176
30,3000,15.773705079816173
31,3100,15.47979986307096
32,3200,15.574450368376187
33,3300,15.601222398706735
34,3400,15.673226264622542
35,3500,15.639370653919357
36,3600,15.56224726246344
37,3700,15.426786500807832
38,3800,15.320033696219891
39,3900,15.481034933833772
40,4000,15.411695332222635
41,4100,15.408075473144923
42,4200,15.312737776894668
43,4300,15.135786031463521
44,4400,15.344375255482968
45,4500,15.58293423973688
46,4600,15.614227650778995
47,4700,15.203369356547654
48,4800,15.288163124857508
49,4900,15.514516355506577
50,5000,15.270825004391375
51,5100,15.524782587616224
52,5200,15.414324393031459
53,5300,15.368770813260914
54,5400,15.15761665172161
55,5500,14.97200412214472
56,5600,15.185737454371127
57,5700,15.508782394141633
58,5800,15.511619593915267
59,5900,15.20343887090491
60,6000,15.30616769933697
61,6100,15.349115615231858
62,6200,14.927948972993951
63,6300,15.346300480896398
64,6400,15.354886543643264
65,6500,15.482241631158356
66,6600,15.809091507669104
67,6700,15.725636997629746
68,6800,15.364340870395989
69,6900,15.54961319716214
70,7000,15.587722430072407
71,7100,15.267748688627274
72,7200,15.433024196828304
73,7300,15.8663642383666
74,7400,15.35566458893489
75,7500,15.0446676935766
76,7600,15.458721281117496
77,7700,15.571566821878822
78,7800,15.502648745238343
79,7900,15.301258008272663
80,8000,14.825605903872098
81,8100,15.464228346187493
82,8200,15.508120763454679
83,8300,15.607600520641673
84,8400,15.824546081849846
85,8500,15.683650107553763
86,8600,15.594842027279025
87,8700,15.633493808712265
88,8800,15.902128437146569
89,8900,15.568804335258775
90,9000,15.278181714266315
91,9100,15.362547059754277
92,9200,15.419830041192323
93,9300,14.936171045563716
94,9400,14.917017849858544
95,9500,15.052876741217341
96,9600,15.26548149704758
97,9700,15.308791640862287
98,9800,15.209027076418892
99,9900,15.369057031664179
100,10000,15.110083860079547
