generation,evaluations,mean_parent_fitness
1,100,20.7317317132606
2,200,18.505547085447624
3,300,17.36724280739658
4,400,16.303056286826177
5,500,15.915707094256186
6,600,15.588230310315003
7,700,15.106260996633065
8,800,14.751642773853089
9,900,14.294975584963751
10,1000,14.167827550996611
11,1100,14.050006972720666
12,1200,13.949510160998987
13,1300,13.885095163201054
14,1400,13.881967824322729
15,1500,13.789574395950245
16,1600,13.665721794556394
17,1700,13.656057860660235
18,1800,13.567278565440741
19,1900,13.424073052733908
20,2000,13.41703554976777
21,2100,13.357416944207964
22,2200,13.221577758407495
23,2300,13.241277784257832
24,2400,13.177481006528803
25,2500,13.177091304226746
26,2600,13.096604931265782
27,2700,13.123810031584318
28,2800,13.034223384721392
29,2900,12.97983760945841
30,3000,12.974367519577644
31,3100,12.933214413930497
32,3200,12.945848048988605
33,3300,12.86787432273267
34,3400,12.887767988145919
35,3500,12.903124251821904
36,3600,12.904819937194224
37,3700,12.843887337960789
38,3800,12.810052628569375
39,3900,12.84373145125869
40,4000,12.814486387048913
41,4100,12.794155522953403
42,4200,12.806957849419353
43,4300,12.821072262134626
44,4400,12.766079700306932
45,4500,12.78666002436103
46,4600,12.773248744646207
47,4700,12.764799720952606
48,4800,12.749258202201904
49,4900,12.74790374334184
50,5000,12.754416612318796
51,5100,12.74099076389287
52,5200,12.735088292960274
53,5300,12.709406165994242
54,5400,12.719992726470313
55,5500,12.719689524974857
56,5600,12.702541157008703
57,5700,12.708701614480685
58,5800,12.699860480821227
59,5900,12.695886272627527
60,6000,12.695526603817834
61,6100,12.689361029857514
62,6200,12.690332405415997
63,6300,12.692859192187019
64,6400,12.68373854842346
65,6500,12.683589855108526
66,6600,12.686765628863965
67,6700,12.664707529138042
68,6800,12.663862288612268
69,6900,12.66759382561714
70,7000,12.655622549111744
71,7100,12.658158270689064
72,7200,12.66590708327037
73,7300,12.67112765168391
74,7400,12.65477730858597
75,7500,12.671972892209686
76,7600,12.664373204887278
77,7700,12.654088670728651
78,7800,12.6446493770958
79,7900,12.6446493770958
80,8000,12.649713342840885
81,8100,12.61311087546738
82,8200,12.597452908931533
83,8300,12.6018282368193
84,8400,12.588702253155999
85,8500,12.584326925268229
86,8600,12.584326925268229
87,8700,12.597452908931533
88,8800,12.575576269492695
89,8900,12.573953492891011
90,9000,12.579951597380461
91,9100,12.581081372064862
92,9200,12.581081372064862
93,9300,12.573953492891011
94,9400,12.575576269492695
95,9500,12.572330716289327
96,9600,12.56245028582939
97,9700,12.572330716289326
98,9800,12.560083267575411
99,9900,12.55895349289101
100,10000,12.567955388401558
