generation,evaluations,best_fitness,mean_fitness,mean_modules
1,100,18.207106781186546,20.8432715045853,21.0
2,200,17.54880884817015,20.705464935811715,21.0
3,300,17.54880884817015,20.820555189145868,21.0
4,400,17.54880884817015,20.990126836875696,21.0
5,500,17.54880884817015,20.90259767085005,21.0
6,600,17.54880884817015,20.782398937811877,21.0
7,700,17.54880884817015,20.761642772788534,21.0
8,800,17.54880884817015,20.90141937881119,21.0
9,900,17.54880884817015,20.77836820556181,21.0
10,1000,17.54880884817015,20.74927193841272,21.0
11,1100,17.54880884817015,20.84280201148777,21.0
12,1200,17.54880884817015,20.951218838088547,21.0
13,1300,17.54880884817015,20.692739251569282,21.0
14,1400,17.54880884817015,20.849525117816533,21.0
15,1500,17.54880884817015,20.8363668212819,21.0
16,1600,17.54880884817015,20.952322031702888,21.0
17,1700,17.183095189484533,20.730651034720644,21.0
18,1800,17.183095189484533,20.79206557664034,21.0
19,1900,17.183095189484533,20.78665958072872,21.0
20,2000,17.183095189484533,20.61761283913986,21.0
21,2100,17.183095189484533,20.773491452922848,21.0
22,2200,17.183095189484533,20.844082962786533,21.0
23,2300,17.183095189484533,20.791106061296865,21.0
24,2400,17.183095189484533,20.645132521452478,21.0
25,2500,17.160107523773828,20.838929236351234,21.0
26,2600,17.160107523773828,20.790639436581873,21.0
27,2700,17.160107523773828,20.64536475871475,21.0
28,2800,17.160107523773828,20.788973646559306,21.0
29,2900,17.160107523773828,20.952581334948686,21.0
30,3000,17.160107523773828,20.639673644643413,21.0
31,3100,17.160107523773828,20.801435174841785,21.0
32,3200,17.160107523773828,20.681683420572593,21.0
33,3300,17.160107523773828,20.832003123858463,21.0
34,3400,17.160107523773828,20.806626760064418,21.0
35,3500,17.160107523773828,20.877130000203305,21.0
36,3600,17.160107523773828,20.75433006636172,21.0
37,3700,17.160107523773828,20.72832570110287,21.0
38,3800,17.160107523773828,20.652765565975045,21.0
39,3900,17.160107523773828,20.930048181361798,21.0
40,4000,17.160107523773828,20.857244466758246,21.0
41,4100,17.160107523773828,20.649243325616695,21.0
42,4200,17.160107523773828,20.640595582290917,21.0
43,4300,17.160107523773828,20.87828248554414,21.0
44,4400,17.160107523773828,20.858607445044466,21.0
45,4500,17.160107523773828,20.695434284665925,21.0
46,4600,17.160107523773828,20.845079105063178,21.0
47,4700,17.160107523773828,20.71921337805209,21.0
48,4800,17.160107523773828,21.015904101888832,21.0
49,4900,17.160107523773828,21.001946419455923,21.0
50,5000,17.160107523773828,20.83625350911541,21.0
51,5100,17.160107523773828,20.666218855590973,21.0
52,5200,17.160107523773828,20.87835700011242,21.0
53,5300,17.160107523773828,20.84389865432084,21.0
54,5400,17.160107523773828,20.780584331938382,21.0
55,5500,17.160107523773828,20.981538311014905,21.0
56,5600,17.160107523773828,20.731516152407625,21.0
57,5700,17.160107523773828,20.728511953521462,21.0
58,5800,17.160107523773828,20.614678339815963,21.0
59,5900,17.160107523773828,20.835717433986716,21.0
60,6000,17.160107523773828,20.752861660886065,21.0
61,6100,17.160107523773828,20.78885857641095,21.0
62,6200,17.160107523773828,20.79561219844704,21.0
63,6300,17.160107523773828,20.887606685368347,21.0
64,6400,17.160107523773828,20.872034402019604,21.0
65,6500,17.160107523773828,20.835181308912762,21.0
66,6600,17.160107523773828,20.735383235372165,21.0
67,6700,17.160107523773828,20.774854834865764,21.0
68,6800,17.160107523773828,20.75475124918289,21.0
69,6900,17.160107523773828,20.835238214370808,21.0
70,7000,17.160107523773828,20.895223668806334,21.0
71,7100,17.160107523773828,20.905006297336985,21.0
72,7200,17.160107523773828,20.828548747808906,21.0
73,7300,17.160107523773828,20.967151251250662,21.0
74,7400,17.160107523773828,20.740254542946804,21.0
75,7500,17.160107523773828,20.748284590284346,21.0
76,7600,17.160107523773828,20.756251941744484,21.0
77,7700,17.160107523773828,20.79520056823253,21.0
78,7800,17.160107523773828,20.831157754564437,21.0
79,7900,17.160107523773828,20.62468749980102,21.0
80,8000,17.160107523773828,20.872577528628348,21.0
81,8100,17.160107523773828,20.70995884030762,21.0
82,8200,17.160107523773828,20.976560685564145,21.0
83,8300,17.160107523773828,21.069402676313914,21.0
84,8400,17.160107523773828,21.082134276852653,21.0
85,8500,17.160107523773828,20.78321593913967,21.0
86,8600,17.160107523773828,20.79868082198491,21.0
87,8700,17.160107523773828,20.577376271059503,21.0
88,8800,17.160107523773828,20.97403678913608,21.0
89,8900,17.160107523773828,20.652080053485975,21.0
90,9000,17.160107523773828,20.851349381142008,21.0
91,9100,17.160107523773828,20.861959818775414,21.0
92,9200,17.160107523773828,20.623635792768795,21.0
93,9300,17.160107523773828,20.75589273073181,21.0
94,9400,17.160107523773828,20.88121354216969,21.0
95,9500,17.160107523773828,20.80472954181828,21.0
96,9600,17.160107523773828,20.93639455153201,21.0
97,9700,17.160107523773828,20.86995360457508,21.0
98,9800,17.160107523773828,20.701809489749213,21.0
99,9900,17.160107523773828,20.849625992059313,21.0
100,10000,17.160107523773828,20.82369504409732,21.0
101,10100,17.160107523773828,20.853911041122196,21.0
