generation,evaluations,mean_parent_fitness
1,100,20.566501723201476
2,200,18.524968364598966
3,300,17.48513719882322
4,400,16.898357691125028
5,500,16.280594312649406
6,600,16.08369202939566
7,700,16.00314295790084
8,800,15.806982975007907
9,900,16.272874062969983
10,1000,16.22991905999559
11,1100,16.427575578491556
12,1200,16.16768530497168
13,1300,15.947099727777731
14,1400,15.363416330450685
15,1500,15.182162690467853
16,1600,15.680944904277979
17,1700,15.945579258693309
18,1800,16.00273042893209
19,1900,15.807306411359969
20,2000,15.91046324352202
21,2100,15.731472296690228
22,2200,15.30549044535557
23,2300,15.458747343505607
24,2400,15.407890990522276
25,2500,15.592700406748813
26,2600,15.27485389116564
27,2700,15.049977070923571
28,2800,15.229272449487558
29,2900,14.907730503669063
30,3000,15.4620887048714
31,3100,15.197185858843202
32,3200,15.244278318530183
33,3300,15.06475841681943
34,3400,15.251626013459491
35,3500,15.3067267163319
36,3600,15.371524490244388
37,3700,15.481945099443374
38,3800,15.578398710581874
39,3900,15.464908945995296
40,4000,15.424724938397594
41,4100,15.555225199574508
42,4200,15.36764309714548
43,4300,15.512451390055322
44,4400,15.138145192589912
45,4500,15.662428986639162
46,4600,15.575352790087043
47,4700,15.588071789274911
48,4800,15.7901242195808
49,4900,15.543281328840209
50,5000,15.319591668004023
51,5100,15.30367564860517
52,5200,15.195100068978528
53,5300,15.334248282255126
54,5400,15.47275588810482
55,5500,15.37296500362839
56,5600,15.167513979904532
57,5700,15.305433525627091
58,5800,15.322900687636391
59,5900,15.261421593707354
60,6000,15.611780154426734
61,6100,15.753740798456409
62,6200,15.750687831946038
63,6300,15.688311989549112
64,6400,15.500595380421464
65,6500,15.837811513480569
66,6600,15.956780983502721
67,6700,16.443646859852212
68,6800,15.683317254782157
69,6900,15.265570035206926
70,7000,15.310962154119991
71,7100,15.230888776019881
72,7200,14.922375335652916
73,7300,14.805499972687523
74,7400,14.958412635419133
75,7500,15.107901296712544
76,7600,15.203136636337328
77,7700,15.57059468763326
78,7800,15.344999779053552
79,7900,15.232753717139222
80,8000,15.06390232880239
81,8100,15.006168288165785
82,8200,14.676978301005713
83,8300,14.832672415776837
84,8400,14.573617217366746
85,8500,14.784186398183085
86,8600,14.815706604887609
87,8700,15.03298623499299
88,8800,14.779902994605882
89,8900,14.757905021532205
90,9000,14.935271214766065
91,9100,15.00139888762196
92,9200,15.323909103099648
93,9300,15.386757123610513
94,9400,15.386096802858342
95,9500,14.910946210948817
96,9600,15.20752139779158
97,9700,15.313984806478135
98,9800,15.039390067602941
99,9900,15.068445256204308
100,10000,15.434635712636213
