generation,evaluations,mean_parent_fitness
1,100,20.023006086553877
2,200,18.467666684645934
3,300,16.935008088506297
4,400,16.62634626594402
5,500,16.568335882860588
6,600,16.534919176760994
7,700,16.05900005007088
8,800,16.217758129333586
9,900,16.153805210097183
10,1000,16.117921354736094
11,1100,15.938423398132354
12,1200,16.06064692540881
13,1300,16.076691279761683
14,1400,16.482702912411803
15,1500,16.245287328333298
16,1600,16.141233360822376
17,1700,15.61587725785005
18,1800,15.555560651521214
19,1900,15.631599790600106
20,2000,15.828210011559042
21,2100,15.828478719012784
22,2200,15.812151413878102
23,2300,15.936263656612194
24,2400,16.137979181649104
25,2500,16.00082428065812
26,2600,15.931184726911013
27,2700,15.57575550812695
28,2800,15.950331457866785
29,2900,15.84379009946204
30,3000,15.827686884541958
31,3100,15.783969112489965
32,3200,16.01919905893906
33,3300,15.660010281863885
34,3400,15.203568576935478
35,3500,15.174264470804506
36,3600,15.438161935568624
37,3700,15.303984802742217
38,3800,15.558284071594056
39,3900,15.695098958384964
40,4000,15.414879794790654
41,4100,15.273603852462589
42,4200,14.807208805759453
43,4300,14.970099931112083
44,4400,15.27859258305584
45,4500,15.013395848886537
46,4600,15.082557193056072
47,4700,15.200604597980597
48,4800,15.178660257600878
49,4900,15.078546368487954
50,5000,15.095708010382648
51,5100,15.200476709707042
52,5200,15.309988045040587
53,5300,15.323189608817724
54,5400,14.898429856035406
55,5500,14.659934289594636
56,5600,14.767380466953316
57,5700,15.1126127560394
58,5800,15.16969485692815
59,5900,15.751047700680605
60,6000,15.52390001246888
61,6100,15.568534787462614
62,6200,15.394298216823277
63,6300,15.457678217878561
64,6400,15.422783331784203
65,6500,14.90410564487576
66,6600,15.32209224239871
67,6700,15.127636068963918
68,6800,14.761444300210348
69,6900,14.860668564442907
70,7000,14.682552760496822
71,7100,15.091749712992343
72,7200,15.367699837818833
73,7300,15.328125505080209
74,7400,15.1808981865691
75,7500,15.204538007937884
76,7600,15.253039293314703
77,7700,15.040981779141202
78,7800,14.620650115154055
79,7900,14.892448971530607
80,8000,14.838547308806643
81,8100,14.544584168001283
82,8200,14.946149757890888
83,8300,14.598164216642136
84,8400,14.73821253339273
85,8500,14.912092342147256
86,8600,15.32421639067179
87,8700,15.228435872138984
88,8800,15.277520278820523
89,8900,15.179367757147578
90,9000,15.566478001013433
91,9100,15.237388766130593
92,9200,15.186663718290381
93,9300,15.325247384786133
94,9400,15.663460561680306
95,9500,15.458160908229093
96,9600,15.355478554653407
97,9700,15.680988555497759
98,9800,15.557548658933504
99,9900,15.438175311240027
100,10000,15.339290855789619
