generation,evaluations,mean_parent_fitness
1,100,20.251848377831276
2,200,18.278281030303933
3,300,17.217064293880163
4,400,16.89259241510431
5,500,16.663348385467724
6,600,16.463786610480483
7,700,16.272244160287052
8,800,16.07959213618731
9,900,15.944720248353912
10,1000,15.853253404058842
11,1100,15.946804772335621
12,1200,15.985550748647672
13,1300,15.930190199180785
14,1400,15.883852287468946
15,1500,15.724671785724079
16,1600,15.539914321068744
17,1700,15.308487001241811
18,1800,15.275291816308723
19,1900,14.857031376760611
20,2000,15.031988383868583
21,2100,15.329843771420794
22,2200,15.404172308990976
23,2300,15.586656123161069
24,2400,15.136047876974107
25,2500,15.02200239904225
26,2600,14.761794474145528
27,2700,15.18206653174148
28,2800,15.552999427999712
29,2900,15.653937637587173
30,3000,15.567466755444471
31,3100,14.954488079128609
32,3200,15.373923779464693
33,3300,15.368860692252579
34,3400,14.69534275289127
35,3500,15.010874393439362
36,3600,15.306241825338194
37,3700,15.361030690266642
38,3800,15.385946475460694
39,3900,15.142060638411698
40,4000,15.14938665183866
41,4100,14.892237671141805
42,4200,15.079328369628286
43,4300,14.866710053310609
44,4400,14.912140539227995
45,4500,14.955402701384273
46,4600,14.68157394451178
47,4700,14.891473732115582
48,4800,14.909371953541157
49,4900,14.710875756441766
50,5000,14.728426197732068
51,5100,14.863028153478847
52,5200,15.003736508284103
53,5300,15.16819640110999
54,5400,15.360763211956515
55,5500,15.120356452624241
56,5600,15.009615650111943
57,5700,14.817904120332553
58,5800,15.165566292230995
59,5900,15.414814570778358
60,6000,15.365254586384705
61,6100,15.372587319851466
62,6200,15.544414047343889
63,6300,15.161453476411301
64,6400,15.164441216471849
65,6500,15.196726940314113
66,6600,15.402575893518492
67,6700,15.434050224207954
68,6800,15.644961518821564
69,6900,15.421090274799212
70,7000,14.853317487002522
71,7100,14.618866166704896
72,7200,14.839084475087216
73,7300,14.845915657702445
74,7400,14.628066728407148
75,7500,14.760274625681527
76,7600,14.692308849289086
77,7700,14.812973138329706
78,7800,14.65952198267469
79,7900,14.699581271674665
80,8000,14.741187421107842
81,8100,14.431226479095224
82,8200,14.571603139412492
83,8300,14.4788785447949
84,8400,14.479493185758793
85,8500,14.228314596872366
86,8600,14.427219393287782
87,8700,14.213504272976689
88,8800,14.238444148546753
89,8900,14.329789270143005
90,9000,14.467385244298047
91,9100,14.191748701075065
92,9200,14.576335910658987
93,9300,14.33913415461917
94,9400,13.937595021421592
95,9500,14.485415606165299
96,9600,14.740940201344984
97,9700,14.777292574326301
98,9800,14.863686598000289
99,9900,14.78192695486681
100,10000,14.856686291028828
