generation,evaluations,mean_parent_fitness
1,100,20.37223057891366
2,200,18.407165774331443
3,300,17.355678250905566
4,400,16.430774228135103
5,500,16.257784359300473
6,600,16.186379433109057
7,700,16.194801717833748
8,800,16.118949860984277
9,900,16.1953025533999
10,1000,16.011752763006736
11,1100,16.051213256049827
12,1200,15.857191069421745
13,1300,15.94783022385251
14,1400,15.812786707148447
15,1500,15.798004828660714
16,1600,15.935537382323929
17,1700,15.781796103236378
18,1800,15.8126839666697
19,1900,15.68974635971826
20,2000,15.676783639551521
21,2100,15.712369445530166
22,2200,16.08476400389999
23,2300,15.941667420296648
24,2400,15.764920992556961
25,2500,15.392575798974898
26,2600,15.488610487163992
27,2700,15.476787665585585
28,2800,15.861084736071536
29,2900,15.90067189672582
30,3000,15.611855409894241
31,3100,15.718967215281419
32,3200,15.801420606512275
33,3300,15.664249969977163
34,3400,15.988228220616108
35,3500,15.7221211467164
36,3600,15.848542969211152
37,3700,15.859744586124602
38,3800,15.671361736835852
39,3900,15.794182823843798
40,4000,15.355331807802074
41,4100,15.373185950090052
42,4200,15.226257583260008
43,4300,15.726082775680542
44,4400,15.67601606507981
45,4500,15.494719875456003
46,4600,15.561286771190655
47,4700,15.534120865251499
48,4800,15.425885330634108
49,4900,15.563828068751988
50,5000,15.244405427632179
51,5100,15.369801645887737
52,5200,15.410478720413698
53,5300,15.462068601526187
54,5400,15.40593568662084
55,5500,15.620993542670657
56,5600,15.559475977468939
57,5700,15.633075892807692
58,5800,15.417535249029665
59,5900,15.327537281282707
60,6000,15.140343250698697
61,6100,15.302666964810925
62,6200,15.492207743078499
63,6300,15.567230820264802
64,6400,15.662374822950735
65,6500,15.891445093198598
66,6600,16.082761847043248
67,6700,15.950377101173919
68,6800,15.664215778345376
69,6900,15.719043952249228
70,7000,15.85909528061928
71,7100,16.20285880369521
72,7200,15.483531117202972
73,7300,15.298990038698909
74,7400,15.450906185435311
75,7500,15.737696229128428
76,7600,15.291190732375417
77,7700,14.950232193019806
78,7800,15.083666275713906
79,7900,15.05478841904357
80,8000,15.122275973612526
81,8100,15.117211601943566
82,8200,15.127107649311062
83,8300,15.187758712957697
84,8400,15.277953279713206
85,8500,15.274885524468246
86,8600,15.283078887822782
87,8700,15.707040281708592
88,8800,15.471049298559677
89,8900,15.17861017252051
90,9000,15.090105914673051
91,9100,14.714965736882666
92,9200,14.993286507900454
93,9300,15.127006475222066
94,9400,14.935088893121673
95,9500,14.982949240549434
96,9600,15.003475154791872
97,9700,15.232851443005853
98,9800,15.678096152254076
99,9900,16.06838430687402
100,10000,16.011012007994694
