generation,evaluations,best_fitness,mean_fitness,mean_modules
1,200,15.972458299147444,19.599500130979518,17.79
2,300,15.672751070837066,17.781834649824642,13.06
3,400,15.282306905057553,17.15310432667984,11.11
4,500,15.161706725018234,17.022049371998612,8.96
5,600,15.161706725018234,16.93351469987642,8.46
6,700,15.064965543462902,16.930928175904256,8.06
7,800,14.91547594742265,16.992528457939446,7.94
8,900,14.801514803843835,16.863943665989403,8.26
9,1000,14.801514803843835,16.855194872768863,8.61
10,1100,14.637715508089904,16.789786307826688,8.74
11,1200,14.637715508089904,16.776420281162235,8.25
12,1300,14.637715508089904,16.873991007716228,8.26
13,1400,14.637715508089904,16.793095175103648,8.21
14,1500,14.637715508089904,16.85627798545813,7.76
15,1600,14.387467277262665,16.892604625716743,7.47
16,1700,14.387467277262665,16.92653413407332,7.18
17,1800,14.387467277262665,16.88757501423215,6.93
18,1900,14.387467277262665,17.131888321286386,6.64
19,2000,14.387467277262665,17.190018099084085,6.33
20,2100,14.387467277262665,17.27685049690881,6.25
21,2200,14.377902338672774,17.237326247714517,7.07
22,2300,14.122611077089287,16.93784566478013,8.12
23,2400,14.122611077089287,16.929026383200252,7.56
24,2500,14.122611077089287,16.829251139324185,8.02
25,2600,14.122611077089287,16.719466016221816,9.02
26,2700,14.122611077089287,16.89561009239853,8.8
27,2800,14.122611077089287,16.95984740958956,9.36
28,2900,14.122611077089287,16.8087275355203,8.93
29,3000,14.122611077089287,17.004648905098176,6.87
30,3100,14.122611077089287,16.69949131505544,7.8
31,3200,14.122611077089287,16.96362969006874,8.33
32,3300,14.122611077089287,16.80970824323922,8.57
33,3400,14.122611077089287,16.923925473458862,8.46
34,3500,14.122611077089287,16.934633265063002,8.16
35,3600,14.122611077089287,16.831785551329823,8.31
36,3700,14.121320343559642,16.752590109373504,7.86
37,3800,14.121320343559642,16.962582856332286,7.15
38,3900,14.093468988235944,16.994844784733083,6.5
39,4000,14.093468988235944,16.700222554198618,7.2
40,4100,14.093468988235944,16.50883130690864,8.33
41,4200,14.093468988235944,16.54332226776679,8.4
42,4300,14.093468988235944,16.80343839544023,8.07
43,4400,13.917935662402835,16.64025917061774,7.92
44,4500,13.917935662402835,16.680638237726903,8.2
45,4600,13.917935662402835,16.61240764758217,8.27
46,4700,13.917935662402835,16.81217835697001,8.18
47,4800,13.917935662402835,16.645798783004114,8.98
48,4900,13.917935662402835,16.447888004539244,8.45
49,5000,13.917935662402835,16.708480493064876,7.7
50,5100,13.917935662402835,16.584380472925808,8.2
51,5200,13.917935662402835,16.642764771622286,8.11
52,5300,13.917935662402835,16.76858245075347,7.68
53,5400,13.917935662402835,16.667570190006792,7.68
54,5500,13.917935662402835,16.554952297157616,8.05
55,5600,13.917935662402835,16.88211068509986,7.32
56,5700,13.917935662402835,16.782854495691016,7.35
57,5800,13.917935662402835,16.775263565598458,9.05
58,5900,13.917935662402835,16.566097239209707,8.47
59,6000,13.917935662402835,16.64751614328238,8.04
60,6100,13.917935662402835,16.4377573724836,8.71
61,6200,13.917935662402835,16.458430018303556,9.37
62,6300,13.917935662402835,16.497266437800644,9.8
63,6400,13.917935662402835,16.821415441179983,7.88
64,6500,13.917935662402835,16.978725859281735,6.63
65,6600,13.917935662402835,16.861549228854646,7.04
66,6700,13.917935662402835,16.809544171375332,7.17
67,6800,13.917935662402835,16.880426759411577,6.95
68,6900,13.917935662402835,16.481588262240145,7.8
69,7000,13.917935662402835,16.745198156152217,7.23
70,7100,13.917935662402835,16.76370076974635,7.33
71,7200,13.785229954635271,16.778802678973367,7.52
72,7300,13.785229954635271,16.57971279747271,7.8
73,7400,13.785229954635271,16.582079571119966,7.87
74,7500,13.785229954635271,16.785408084800643,7.81
75,7600,13.683266665599966,16.520261083053832,8.27
76,7700,13.683266665599966,16.600519528819977,8.53
77,7800,13.683266665599966,16.05538493731112,9.91
78,7900,13.683266665599966,15.811691106088215,10.3
79,8000,13.683266665599966,15.643953112207374,10.53
80,8100,13.683266665599966,16.04105709299466,9.54
81,8200,13.683266665599966,15.972147971178474,9.25
82,8300,13.683266665599966,16.31981190121701,8.58
83,8400,13.683266665599966,16.040211199875692,9.96
84,8500,13.683266665599966,16.388086782408163,8.92
85,8600,13.683266665599966,16.589353819076674,8.74
86,8700,13.683266665599966,16.82157591689735,8.8
87,8800,13.683266665599966,16.776466261399886,9.49
88,8900,13.683266665599966,16.914521500860385,8.25
89,9000,13.683266665599966,16.80661677303994,8.73
90,9100,13.683266665599966,16.482725428874918,8.83
91,9200,13.66468827043885,16.308737120596923,8.6
92,9300,13.66468827043885,16.035198253330805,9.47
93,9400,13.66468827043885,16.336088188757778,8.79
94,9500,13.66468827043885,16.28876392575207,8.77
95,9600,13.66468827043885,16.22511373815355,9.48
96,9700,13.66468827043885,16.027198050207424,8.74
97,9800,13.66468827043885,16.272751014356388,8.28
98,9900,13.66468827043885,16.233293958443845,7.77
99,10000,13.66468827043885,16.187549830780675,8.78
100,10100,13.66468827043885,16.27289259806844,9.13
