generation,evaluations,mean_parent_fitness
1,100,20.7317317132606
2,200,17.6981488101168
3,300,16.846938400633725
4,400,16.38504148886042
5,500,16.212177930901532
6,600,16.196128485643584
7,700,15.949267612196161
8,800,15.96728585033548
9,900,15.834950284222487
10,1000,15.951646189554088
11,1100,15.607675638004462
12,1200,15.781683787491257
13,1300,15.990252324359457
14,1400,15.645099987588797
15,1500,15.64499760741015
16,1600,15.578889800958198
17,1700,15.618340975156562
18,1800,15.491240212335166
19,1900,15.639455293612988
20,2000,15.468475698884589
21,2100,15.597832274712232
22,2200,15.88918182294248
23,2300,15.763197542181606
24,2400,15.333864850250587
25,2500,15.015752721365136
26,2600,14.966713126674884
27,2700,15.171160214855604
28,2800,15.131858761873152
29,2900,15.350089186717913
30,3000,15.777284404055797
31,3100,15.853416543708189
32,3200,15.55530866933563
33,3300,15.518023668624275
34,3400,15.443677979841826
35,3500,15.755001976068339
36,3600,15.75260418980432
37,3700,15.573003954070202
38,3800,15.339635241181565
39,3900,15.511539686839054
40,4000,15.573023115232044
41,4100,15.298822706562095
42,4200,15.486032728676884
43,4300,15.632812923651969
44,4400,15.44663214365288
45,4500,15.596055692611253
46,4600,15.537731720883746
47,4700,15.462398328022621
48,4800,15.428403135908786
49,4900,15.428308295843987
50,5000,15.224365827240067
51,5100,15.274993127886976
52,5200,15.146252771737855
53,5300,15.557667081853841
54,5400,15.723250932798726
55,5500,15.40614468702528
56,5600,15.295385028836114
57,5700,15.212657316573223
58,5800,15.138430104754997
59,5900,15.098201208220056
60,6000,15.070600753522402
61,6100,14.85241095161012
62,6200,14.90054705304658
63,6300,15.293675140674145
64,6400,15.194212297541792
65,6500,15.673768220116278
66,6600,15.553179322830129
67,6700,15.632855685824106
68,6800,15.572272711791186
69,6900,15.382690765222932
70,7000,15.112868953986128
71,7100,15.063128843242989
72,7200,15.341309832689495
73,7300,15.271439670916475
74,7400,15.062822556425951
75,7500,15.281238405733788
76,7600,15.139933148427346
77,7700,14.751713066331504
78,7800,14.816014429073409
79,7900,14.852793724418962
80,8000,15.139567818948972
81,8100,15.350832848200298
82,8200,15.41201856451995
83,8300,15.395731437714877
84,8400,15.162115463767762
85,8500,15.136393953120706
86,8600,14.889839616632969
87,8700,15.00630890887297
88,8800,15.131757650769188
89,8900,15.516208939044741
90,9000,15.564681466602718
91,9100,15.69750194741539
92,9200,15.638269565660215
93,9300,15.113093239343945
94,9400,14.837399507879596
95,9500,14.831372079330482
96,9600,14.905526900088983
97,9700,14.78261261377484
98,9800,15.180676620888402
99,9900,15.344861801165731
100,10000,15.287972439425252
