generation,evaluations,best_fitness,mean_fitness,mean_modules
1,200,15.917461885320133,19.21216902073437,18.24
2,300,15.419090595827292,17.93499980326301,15.3
3,400,14.737663853655729,17.360998996791274,11.62
4,500,14.419090595827292,17.03391554700235,9.54
5,600,14.20332963783729,16.35356683982159,9.68
6,700,14.159126028197399,16.139504341669934,10.53
7,800,14.159126028197399,16.200984889586874,9.39
8,900,14.159126028197399,16.245110346306095,8.92
9,1000,14.159126028197399,16.284984695415016,8.5
10,1100,13.836229149573722,15.990275405598812,9.32
11,1200,13.836229149573722,15.961887764754874,10.02
12,1300,13.460232526704262,15.972054366743617,9.68
13,1400,13.460232526704262,15.908113031777543,10.16
14,1500,13.460232526704262,15.798467044650634,10.12
15,1600,13.460232526704262,16.04890771901729,9.66
16,1700,13.460232526704262,16.029469481748716,9.78
17,1800,13.460232526704262,15.960918722529529,10.81
18,1900,13.460232526704262,15.737629504156855,10.72
19,2000,13.460232526704262,15.84623806795653,11.09
20,2100,13.460232526704262,15.947862486489782,11.23
21,2200,13.460232526704262,16.019173316095547,10.57
22,2300,13.460232526704262,16.285103538475127,8.62
23,2400,13.460232526704262,15.90075022532914,10.28
24,2500,13.460232526704262,15.77314155512,10.69
25,2600,13.448331477354788,15.933753021238969,10.26
26,2700,13.448331477354788,16.145163187393436,9.87
27,2800,13.448331477354788,16.331818625055302,9.59
28,2900,13.448331477354788,16.166277796464144,10.01
29,3000,13.22736184954957,16.109360851391124,10.24
30,3100,13.22736184954957,16.210744484628577,9.91
31,3200,13.22736184954957,16.30129618397708,9.31
32,3300,13.22736184954957,16.127921693100067,9.58
33,3400,13.22736184954957,15.741820104019633,11.36
34,3500,13.22736184954957,15.812551081283436,11.18
35,3600,13.22736184954957,15.976245719347164,11.22
36,3700,13.22736184954957,15.80756634299591,11.13
37,3800,13.22736184954957,15.711050533977716,11.43
38,3900,13.22736184954957,15.57836382206607,11.97
39,4000,13.22736184954957,15.821658016560411,11.14
40,4100,13.22736184954957,15.886036544390379,10.56
41,4200,13.22736184954957,15.890235847186153,10.54
42,4300,13.22736184954957,15.832975997740101,11.03
43,4400,13.200000000000001,16.007765881955653,10.27
44,4500,13.200000000000001,15.713628129086901,11.22
45,4600,13.200000000000001,15.501579933161088,11.43
46,4700,13.200000000000001,15.73558380299407,11.69
47,4800,13.200000000000001,15.858543823370328,11.08
48,4900,13.200000000000001,16.0675986117647,10.52
49,5000,13.200000000000001,15.907561479099991,10.71
50,5100,13.200000000000001,15.924319135813024,10.23
51,5200,13.200000000000001,15.732219572720966,10.9
52,5300,13.200000000000001,15.836989049885073,10.77
53,5400,13.200000000000001,15.727597350938911,10.62
54,5500,13.200000000000001,15.769869013328211,10.7
55,5600,13.200000000000001,15.71557108544268,10.75
56,5700,13.200000000000001,15.925926721547368,10.79
57,5800,13.200000000000001,15.922612711011022,10.61
58,5900,13.200000000000001,15.65022642853462,11.06
59,6000,13.200000000000001,15.572824627267496,11.26
60,6100,13.200000000000001,15.707810885664024,10.88
61,6200,13.200000000000001,15.791662795235942,10.79
62,6300,13.200000000000001,16.046036264887913,10.11
63,6400,13.200000000000001,15.935288578668668,10.32
64,6500,13.200000000000001,15.770311034801683,10.3
65,6600,13.200000000000001,16.034201161567147,9.46
66,6700,13.200000000000001,15.830398659160958,10.27
67,6800,13.200000000000001,16.293092863103425,8.65
68,6900,13.200000000000001,16.13218735798766,9.3
69,7000,13.200000000000001,16.398793185253798,8.72
70,7100,13.200000000000001,16.309645256773667,8.82
71,7200,13.200000000000001,16.18926769789293,9.41
72,7300,13.200000000000001,16.1160060917891,9.45
73,7400,13.200000000000001,15.965053005037158,10.6
74,7500,13.112403840463596,15.573496345857537,11.22
75,7600,13.112403840463596,15.496128126136586,11.29
76,7700,13.112403840463596,15.597279960829349,10.99
77,7800,13.112403840463596,15.578667421343734,11.45
78,7900,13.112403840463596,15.519863296702079,10.71
79,8000,13.112403840463596,15.52736874631621,11.26
80,8100,13.112403840463596,15.529229341513739,11.58
81,8200,13.112403840463596,15.508195712399178,11.51
82,8300,13.112403840463596,15.35185007540288,11.63
83,8400,13.112403840463596,15.766442727226195,10.36
84,8500,13.112403840463596,15.991986286116019,9.64
85,8600,13.112403840463596,16.160537583992838,9.86
86,8700,13.112403840463596,16.07535931090438,10.17
87,8800,13.112403840463596,16.32828462783505,8.78
88,8900,13.112403840463596,16.029385546969642,9.75
89,9000,13.112403840463596,15.83131347915408,10.32
90,9100,13.112403840463596,15.694996586143631,10.32
91,9200,13.112403840463596,15.359763606049071,11.35
92,9300,13.112403840463596,15.66363597548556,10.5
93,9400,13.112403840463596,15.665615994539642,10.36
94,9500,13.112403840463596,15.916942241574311,9.84
95,9600,13.112403840463596,15.635271368339122,10.63
96,9700,13.112403840463596,15.903290108364924,10.84
97,9800,13.112403840463596,16.133155995118656,10.25
98,9900,13.112403840463596,15.794398525185482,11.7
99,10000,13.112403840463596,15.883648935791223,11.2
100,10100,13.112403840463596,16.082922733138215,9.77
