generation,evaluations,mean_parent_fitness
1,100,20.616475620927822
2,200,18.318813561467614
3,300,17.005147723787225
4,400,16.607775241460665
5,500,16.753840776864486
6,600,15.960511202028808
7,700,16.07120197013143
8,800,15.951869471054655
9,900,15.863907018262433
10,1000,16.142412938838625
11,1100,16.058483712836342
12,1200,15.852682578927986
13,1300,15.61787886773298
14,1400,15.44181705273958
15,1500,15.285979045225668
16,1600,15.5172173912509
17,1700,15.281771153567433
18,1800,15.11897229880347
19,1900,14.970916552503075
20,2000,15.306398078828186
21,2100,15.313317359836503
22,2200,15.319083185468159
23,2300,15.364793364104482
24,2400,15.539113523160847
25,2500,15.191437064408657
26,2600,15.621279289918004
27,2700,15.800246939439143
28,2800,15.595736944032822
29,2900,15.447724441699966
30,3000,15.270848193930666
31,3100,15.230602992953598
32,3200,15.134833646781203
33,3300,15.088545775946432
34,3400,15.120210175426328
35,3500,15.475122040135199
36,3600,15.475795002982347
37,3700,15.28330995414959
38,3800,14.845329746671558
39,3900,15.177343239036366
40,4000,15.38444688228156
41,4100,15.427821471575887
42,4200,15.355864264571602
43,4300,15.084433068873087
44,4400,15.13873804493609
45,4500,15.07709201961996
46,4600,15.113152675287244
47,4700,15.365139948487993
48,4800,15.113106259833136
49,4900,15.683972146402152
50,5000,15.333986670267695
51,5100,15.131752582360363
52,5200,14.991766578314781
53,5300,14.971285999154798
54,5400,14.886295462168823
55,5500,14.975820003482434
56,5600,14.835013100184131
57,5700,15.238228088134345
58,5800,15.34494871705868
59,5900,15.368336738061094
60,6000,15.366416165553867
61,6100,15.23041410452087
62,6200,15.399830766115741
63,6300,15.788904129917716
64,6400,15.453823044651662
65,6500,15.175174761394938
66,6600,15.073526517685357
67,6700,15.45820112953336
68,6800,15.557013731955411
69,6900,15.304895739002689
70,7000,15.183307516753363
71,7100,15.331416526112909
72,7200,15.264929155223376
73,7300,14.972619676044001
74,7400,14.97329431337377
75,7500,14.835407942910772
76,7600,15.11297385717989
77,7700,14.740050873688716
78,7800,14.960321359889836
79,7900,14.872949765502193
80,8000,14.661160580325589
81,8100,15.016117079748517
82,8200,15.086759393948165
83,8300,15.112807174293426
84,8400,14.981676220101653
85,8500,14.902402138646806
86,8600,15.061678378256875
87,8700,15.28301386184923
88,8800,15.056778428016042
89,8900,14.697274921094362
90,9000,14.751685651939434
91,9100,15.097763251543395
92,9200,15.166637278997012
93,9300,15.376292020367018
94,9400,15.663696270922404
95,9500,15.73500788795275
96,9600,15.669150611698416
97,9700,15.613219728872327
98,9800,15.215968991366498
99,9900,15.1956464298518
100,10000,14.672954369928718
