generation,evaluations,mean_parent_fitness
1,100,20.514987946110345
2,200,17.728022137475953
3,300,17.00315867139839
4,400,16.771786558927925
5,500,16.62860310463849
6,600,16.07282648172159
7,700,15.861109603066657
8,800,15.895585212095478
9,900,16.084022345537566
10,1000,15.739099346762483
11,1100,15.807449610769158
12,1200,15.722940786256487
13,1300,15.894467973787936
14,1400,15.768343102536502
15,1500,15.46516652654454
16,1600,15.435322751852425
17,1700,15.553394406569982
18,1800,15.613812874711163
19,1900,15.799764541774072
20,2000,15.552073930213197
21,2100,15.532785102785379
22,2200,15.628806651680907
23,2300,15.664826452200824
24,2400,15.751305020975758
25,2500,15.42079451262801
26,2600,15.431761364143032
27,2700,15.355475463200715
28,2800,15.376184197475988
29,2900,15.279843249458528
30,3000,15.038225292645098
31,3100,14.639274519752917
32,3200,15.022217492081031
33,3300,14.813717816711451
34,3400,14.790660220492512
35,3500,14.845451292699405
36,3600,14.975387155920808
37,3700,15.054437822061184
38,3800,15.695443642844584
39,3900,15.281222745221351
40,4000,15.325893261623454
41,4100,15.198632255373706
42,4200,15.218732084630492
43,4300,15.134324747026104
44,4400,15.49392810050272
45,4500,15.232203031680035
46,4600,15.25118478549964
47,4700,15.277942834230155
48,4800,15.260818616517742
49,4900,15.164713030231052
50,5000,14.684007914219524
51,5100,14.791178946152758
52,5200,14.917375974243111
53,5300,14.686150057285428
54,5400,14.701294371555608
55,5500,14.755022121204224
56,5600,14.87113113260962
57,5700,15.106538492576234
58,5800,15.673915273342761
59,5900,15.081053512888095
60,6000,15.135129609554866
61,6100,14.789157759680824
62,6200,14.435823614675519
63,6300,14.631267508358443
64,6400,14.5335060067212
65,6500,15.081394097603829
66,6600,14.808725586159397
67,6700,14.485739475610552
68,6800,14.671405364758224
69,6900,14.767803076504388
70,7000,15.036757645016968
71,7100,14.932789801418101
72,7200,14.753899445484219
73,7300,14.90703070793341
74,7400,15.106328024332507
75,7500,15.32991441997765
76,7600,15.06479644080493
77,7700,14.855079056700442
78,7800,14.663059852041584
79,7900,14.989552228514293
80,8000,14.576712530377616
81,8100,14.79428094358208
82,8200,14.825227220380551
83,8300,15.163384928252555
84,8400,14.995237088642885
85,8500,14.972771392098972
86,8600,14.496419659075439
87,8700,14.79437526572861
88,8800,14.62738181497851
89,8900,14.805173679934018
90,9000,14.757960649101193
91,9100,14.79657770316401
92,9200,14.839833509211536
93,9300,14.766679213037662
94,9400,14.621938761612729
95,9500,14.312765593837597
96,9600,14.452289310487355
97,9700,14.857428167314186
98,9800,15.064601309640285
99,9900,14.919291911550136
100,10000,14.985785878016353
