generation,evaluations,mean_parent_fitness,variant,seed
15,1500,15.743876939635976,Roulette-wheel selection,43
16,1600,16.013654794367,Roulette-wheel selection,43
17,1700,15.970161812605731,Roulette-wheel selection,43
18,1800,15.772425326500414,Roulette-wheel selection,43
19,1900,15.781757947497924,Roulette-wheel selection,43
20,2000,15.79787987239206,Roulette-wheel selection,43
21,2100,15.947637664286612,Roulette-wheel selection,43
22,2200,15.885253152562225,Roulette-wheel selection,43
23,2300,15.61823598812578,Roulette-wheel selection,43
24,2400,15.46104377172848,Roulette-wheel selection,43
25,2500,15.323633456784616,Roulette-wheel selection,43
26,2600,15.408755638727603,Roulette-wheel selection,43
27,2700,15.298959132002729,Roulette-wheel selection,43
28,2800,15.243707054971196,Roulette-wheel selection,43
29,2900,15.23885858136806,Roulette-wheel selection,43
30,3000,15.488390814980155,Roulette-wheel selection,43
31,3100,15.428312768172322,Roulette-wheel selection,43
32,3200,15.49714053018522,Roulette-wheel selection,43
33,3300,15.539691443014547,Roulette-wheel selection,43
34,3400,15.478689742576211,Roulette-wheel selection,43
35,3500,15.217496173915864,Roulette-wheel selection,43
36,3600,14.902801543891837,Roulette-wheel selection,43
37,3700,14.819782776416456,Roulette-wheel selection,43
38,3800,15.061807582100254,Roulette-wheel selection,43
39,3900,14.66567679781254,Roulette-wheel selection,43
40,4000,14.676960485282969,Roulette-wheel selection,43
41,4100,14.662557707242508,Roulette-wheel selection,43
42,4200,14.637126142148398,Roulette-wheel selection,43
43,4300,14.89888986888614,Roulette-wheel selection,43
44,4400,14.835802516809622,Roulette-wheel selection,43
45,4500,14.7455465892269,Roulette-wheel selection,43
46,4600,14.725211243140716,Roulette-wheel selection,43
47,4700,14.635593705906928,Roulette-wheel selection,43
48,4800,14.907579637144591,Roulette-wheel selection,43
49,4900,14.611078721494527,Roulette-wheel selection,43
50,5000,14.901157494396111,Roulette-wheel selection,43
51,5100,15.236576990808189,Roulette-wheel selection,43
52,5200,15.274342477731434,Roulette-wheel selection,43
53,5300,15.51517239974954,Roulette-wheel selection,43
54,5400,15.391580673771449,Roulette-wheel selection,43
55,5500,15.21700348616532,Roulette-wheel selection,43
56,5600,15.409815726396983,Roulette-wheel selection,43
57,5700,15.181914462210068,Roulette-wheel selection,43
58,5800,15.301416994091989,Roulette-wheel selection,43
59,5900,15.117754752916465,Roulette-wheel selection,43
60,6000,14.916411683472573,Roulette-wheel selection,43
61,6100,14.756640190496592,Roulette-wheel selection,43
62,6200,15.051372683368497,Roulette-wheel selection,43
63,6300,14.877282159747466,Roulette-wheel selection,43
64,6400,15.023470338838028,Roulette-wheel selection,43
65,6500,14.958397196614335,Roulette-wheel selection,43
66,6600,14.633051344263231,Roulette-wheel selection,43
67,6700,15.00153997166938,Roulette-wheel selection,43
68,6800,14.904137768436264,Roulette-wheel selection,43
69,6900,14.893302306996857,Roulette-wheel selection,43
70,7000,14.496491235914217,Roulette-wheel selection,43
71,7100,14.671669707838172,Roulette-wheel selection,43
72,7200,14.868429945960736,Roulette-wheel selection,43
73,7300,14.827491508920398,Roulette-wheel selection,43
74,7400,14.518188352963538,Roulette-wheel selection,43
75,7500,14.574069625630116,Roulette-wheel selection,43
76,7600,14.62363151017197,Roulette-wheel selection,43
77,7700,14.549187245156949,Roulette-wheel selection,43
78,7800,14.79138920814218,Roulette-wheel selection,43
79,7900,14.585506544489151,Roulette-wheel selection,43
80,8000,14.863680273864466,Roulette-wheel selection,43
81,8100,14.826787441400654,Roulette-wheel selection,43
82,8200,14.6583780613124,Roulette-wheel selection,43
83,8300,14.835318897264145,Roulette-wheel selection,43
84,8400,14.512466282185844,Roulette-wheel selection,43
85,8500,14.55634094156808,Roulette-wheel selection,43
86,8600,14.621629271352004,Roulette-wheel selection,43
87,8700,14.489908523136226,Roulette-wheel selection,43
88,8800,14.57021203144042,Roulette-wheel selection,43
89,8900,14.678316942010998,Roulette-wheel selection,43
90,9000,14.873172532802403,Roulette-wheel selection,43
91,9100,14.55696754851905,Roulette-wheel selection,43
92,9200,14.366848966840411,Roulette-wheel selection,43
93,9300,14.368483192767483,Roulette-wheel selection,43
94,9400,14.766092745574468,Roulette-wheel selection,43
95,9500,14.639835353077933,Roulette-wheel selection,43
96,9600,14.454944378390422,Roulette-wheel selection,43
97,9700,14.69200497528002,Roulette-wheel selection,43
98,9800,14.60445244413847,Roulette-wheel selection,43
99,9900,14.45366569049773,Roulette-wheel selection,43
100,10000,14.602992274308376,Roulette-wheel selection,43
1,100,20.59448287489564,Roulette-wheel selection,44
2,200,19.11602510751428,Roulette-wheel selection,44
3,300,17.164631724614534,Roulette-wheel selection,44
4,400,16.489021608088912,Roulette-wheel selection,44
5,500,16.146501338455064,Roulette-wheel selection,44
6,600,16.202053535034505,Roulette-wheel selection,44
7,700,16.005159282737377,Roulette-wheel selection,44
8,800,16.083707906387797,Roulette-wheel selection,44
9,900,16.218987480026776,Roulette-wheel selection,44
10,1000,16.050154163576345,Roulette-wheel selection,44
11,1100,16.007020593118902,Roulette-wheel selection,44
12,1200,15.908630743970065,Roulette-wheel selection,44
13,1300,15.961777112110603,Roulette-wheel selection,44
14,1400,15.94217374747294,Roulette-wheel selection,44
15,1500,15.718313641967889,Roulette-wheel selection,44
16,1600,15.40164009466125,Roulette-wheel selection,44
17,1700,15.932919185189345,Roulette-wheel selection,44
18,1800,15.794602009577048,Roulette-wheel selection,44
19,1900,15.6401532158838,Roulette-wheel selection,44
20,2000,15.544801240298904,Roulette-wheel selection,44
21,2100,15.60307585988133,Roulette-wheel selection,44
22,2200,15.55426520681432,Roulette-wheel selection,44
23,2300,15.68684431637551,Roulette-wheel selection,44
24,2400,16.12863130779852,Roulette-wheel selection,44
25,2500,15.938142524418126,Roulette-wheel selection,44
26,2600,16.308178116996448,Roulette-wheel selection,44
27,2700,16.238112033918675,Roulette-wheel selection,44
28,2800,15.996482826947169,Roulette-wheel selection,44
29,2900,15.812726273012652,Roulette-wheel selection,44
30,3000,15.696461699597402,Roulette-wheel selection,44
31,3100,15.468648905933636,Roulette-wheel selection,44
32,3200,15.135873361764595,Roulette-wheel selection,44
33,3300,15.315202085258209,Roulette-wheel selection,44
34,3400,15.193427581517104,Roulette-wheel selection,44
35,3500,15.45836369049318,Roulette-wheel selection,44
36,3600,15.426182927569812,Roulette-wheel selection,44
37,3700,15.550682447186713,Roulette-wheel selection,44
38,3800,15.499254046952217,Roulette-wheel selection,44
39,3900,15.363850283798168,Roulette-wheel selection,44
40,4000,15.377896157093929,Roulette-wheel selection,44
41,4100,15.0165137075771,Roulette-wheel selection,44
42,4200,15.292979593288944,Roulette-wheel selection,44
43,4300,14.78467769747177,Roulette-wheel selection,44
44,4400,14.968863101967202,Roulette-wheel selection,44
45,4500,14.983400925126611,Roulette-wheel selection,44
46,4600,14.985423175134471,Roulette-wheel selection,44
47,4700,15.016656834076418,Roulette-wheel selection,44
48,4800,15.186329514494563,Roulette-wheel selection,44
49,4900,15.04405259154044,Roulette-wheel selection,44
50,5000,15.50080638899234,Roulette-wheel selection,44
51,5100,16.00005829152435,Roulette-wheel selection,44
52,5200,15.506683035637051,Roulette-wheel selection,44
53,5300,15.681984978329748,Roulette-wheel selection,44
54,5400,15.192972274483497,Roulette-wheel selection,44
55,5500,14.991680478355285,Roulette-wheel selection,44
56,5600,15.223935101850424,Roulette-wheel selection,44
57,5700,15.2343252125127,Roulette-wheel selection,44
58,5800,15.30322260655014,Roulette-wheel selection,44
59,5900,15.57871475228915,Roulette-wheel selection,44
60,6000,15.52514497665124,Roulette-wheel selection,44
61,6100,15.29662927161956,Roulette-wheel selection,44
62,6200,15.468991555853504,Roulette-wheel selection,44
63,6300,15.253549017413096,Roulette-wheel selection,44
64,6400,15.11713248866246,Roulette-wheel selection,44
65,6500,14.955716839581893,Roulette-wheel selection,44
66,6600,15.088974954923694,Roulette-wheel selection,44
67,6700,15.255837586802471,Roulette-wheel selection,44
68,6800,15.54504193011912,Roulette-wheel selection,44
69,6900,15.550259520671924,Roulette-wheel selection,44
70,7000,15.505793295839728,Roulette-wheel selection,44
71,7100,15.567197268594263,Roulette-wheel selection,44
72,7200,15.67312022786559,Roulette-wheel selection,44
73,7300,15.704601194809772,Roulette-wheel selection,44
74,7400,15.589491383029102,Roulette-wheel selection,44
75,7500,15.13048288315412,Roulette-wheel selection,44
76,7600,15.094464877583883,Roulette-wheel selection,44
77,7700,15.037291051757094,Roulette-wheel selection,44
78,7800,15.47440963405216,Roulette-wheel selection,44
79,7900,15.50032927041302,Roulette-wheel selection,44
80,8000,15.257434704240373,Roulette-wheel selection,44
81,8100,15.397556128906317,Roulette-wheel selection,44
82,8200,15.594018754576098,Roulette-wheel selection,44
83,8300,15.671061919902604,Roulette-wheel selection,44
84,8400,15.067195250447762,Roulette-wheel selection,44
85,8500,15.052443646380036,Roulette-wheel selection,44
86,8600,14.973329478995046,Roulette-wheel selection,44
87,8700,14.675590349681157,Roulette-wheel selection,44
88,8800,14.938165071353618,Roulette-wheel selection,44
89,8900,15.34244691239617,Roulette-wheel selection,44
90,9000,14.994935264755592,Roulette-wheel selection,44
91,9100,15.0594401846654,Roulette-wheel selection,44
92,9200,15.3971623649941,Roulette-wheel selection,44
93,9300,15.567461015408188,Roulette-wheel selection,44
94,9400,15.821078375935304,Roulette-wheel selection,44
95,9500,15.677891682871136,Roulette-wheel selection,44
96,9600,15.45261226263085,Roulette-wheel selection,44
97,9700,15.23812429798402,Roulette-wheel selection,44
98,9800,15.14009478522973,Roulette-wheel selection,44
99,9900,15.126822541454038,Roulette-wheel selection,44
100,10000,15.548081102755969,Roulette-wheel selection,44
1,100,20.26543005953451,Roulette-wheel selection,45
2,200,18.72962372893922,Roulette-wheel selection,45
3,300,17.30108489569737,Roulette-wheel selection,45
4,400,16.68493832865102,Roulette-wheel selection,45
5,500,16.583698061818335,Roulette-wheel selection,45
6,600,16.449842608796146,Roulette-wheel selection,45
7,700,16.23442932119229,Roulette-wheel selection,45
8,800,16.231578143403684,Roulette-wheel selection,45
9,900,15.98564346117552,Roulette-wheel selection,45
10,1000,16.15203665146379,Roulette-wheel selection,45
11,1100,15.95862905065091,Roulette-wheel selection,45
12,1200,16.018745529938148,Roulette-wheel selection,45
13,1300,16.146155001079755,Roulette-wheel selection,45
14,1400,16.017752518538952,Roulette-wheel selection,45
15,1500,15.6929857427412,Roulette-wheel selection,45
16,1600,15.654938827715052,Roulette-wheel selection,45
17,1700,15.63941724848489,Roulette-wheel selection,45
18,1800,16.133590502686026,Roulette-wheel selection,45
19,1900,16.250194791329307,Roulette-wheel selection,45
20,2000,15.89457043623409,Roulette-wheel selection,45
21,2100,15.608018515861025,Roulette-wheel selection,45
22,2200,15.421507327183075,Roulette-wheel selection,45
23,2300,15.005663448891834,Roulette-wheel selection,45
24,2400,14.98408995719397,Roulette-wheel selection,45
25,2500,15.348813500793405,Roulette-wheel selection,45
26,2600,15.298938665760272,Roulette-wheel selection,45
27,2700,15.494246453135489,Roulette-wheel selection,45
28,2800,15.514911216178286,Roulette-wheel selection,45
29,2900,15.125857725861303,Roulette-wheel selection,45
30,3000,15.134778213415078,Roulette-wheel selection,45
31,3100,15.152067824492995,Roulette-wheel selection,45
32,3200,15.133725899385423,Roulette-wheel selection,45
33,3300,15.087003854155387,Roulette-wheel selection,45
34,3400,14.967093805563326,Roulette-wheel selection,45
35,3500,14.958148890850628,Roulette-wheel selection,45
36,3600,15.21722407911022,Roulette-wheel selection,45
37,3700,15.845174817188408,Roulette-wheel selection,45
38,3800,15.516524164177271,Roulette-wheel selection,45
39,3900,15.511122546702747,Roulette-wheel selection,45
40,4000,15.077297433596636,Roulette-wheel selection,45
41,4100,14.917837602310865,Roulette-wheel selection,45
42,4200,14.99869434028121,Roulette-wheel selection,45
43,4300,15.014752392296808,Roulette-wheel selection,45
44,4400,15.087350363567856,Roulette-wheel selection,45
45,4500,15.191082412659616,Roulette-wheel selection,45
46,4600,15.197665653971418,Roulette-wheel selection,45
47,4700,15.341446215490802,Roulette-wheel selection,45
48,4800,15.028671461515472,Roulette-wheel selection,45
49,4900,14.93886858982474,Roulette-wheel selection,45
50,5000,15.249007612953635,Roulette-wheel selection,45
51,5100,15.249180741352095,Roulette-wheel selection,45
52,5200,14.89331223885732,Roulette-wheel selection,45
53,5300,14.85829729340884,Roulette-wheel selection,45
54,5400,14.8195317843013,Roulette-wheel selection,45
55,5500,14.964551322305862,Roulette-wheel selection,45
56,5600,14.687672619654634,Roulette-wheel selection,45
57,5700,14.8276602338717,Roulette-wheel selection,45
58,5800,14.844132378303923,Roulette-wheel selection,45
59,5900,14.753216795922034,Roulette-wheel selection,45
60,6000,14.78689730489842,Roulette-wheel selection,45
61,6100,14.910736715604656,Roulette-wheel selection,45
62,6200,14.902097929892609,Roulette-wheel selection,45
63,6300,14.96312812497704,Roulette-wheel selection,45
64,6400,15.007532761704582,Roulette-wheel selection,45
65,6500,15.088963339956956,Roulette-wheel selection,45
66,6600,14.877937717985423,Roulette-wheel selection,45
67,6700,15.382289834171123,Roulette-wheel selection,45
68,6800,15.580983336441475,Roulette-wheel selection,45
69,6900,15.261789021309164,Roulette-wheel selection,45
70,7000,15.056661697174784,Roulette-wheel selection,45
71,7100,14.67877318342039,Roulette-wheel selection,45
72,7200,14.6000274154124,Roulette-wheel selection,45
73,7300,14.724883043173405,Roulette-wheel selection,45
74,7400,14.892041498050949,Roulette-wheel selection,45
75,7500,15.331731743507834,Roulette-wheel selection,45
76,7600,15.318328473835766,Roulette-wheel selection,45
77,7700,15.275621669805728,Roulette-wheel selection,45
78,7800,15.51538877497949,Roulette-wheel selection,45
79,7900,15.375365751425424,Roulette-wheel selection,45
80,8000,15.13780720623726,Roulette-wheel selection,45
81,8100,14.74430290700339,Roulette-wheel selection,45
82,8200,15.002663960496118,Roulette-wheel selection,45
83,8300,14.754159369694811,Roulette-wheel selection,45
84,8400,15.092775539797136,Roulette-wheel selection,45
85,8500,14.663997424603664,Roulette-wheel selection,45
86,8600,14.813237419824858,Roulette-wheel selection,45
87,8700,14.821368807193505,Roulette-wheel selection,45
88,8800,14.769293041917518,Roulette-wheel selection,45
89,8900,14.5509522342769,Roulette-wheel selection,45
90,9000,15.15254508211803,Roulette-wheel selection,45
91,9100,14.84053881921399,Roulette-wheel selection,45
92,9200,15.0181580633753,Roulette-wheel selection,45
93,9300,15.175572989503657,Roulette-wheel selection,45
94,9400,15.156180957462729,Roulette-wheel selection,45
95,9500,15.41261053067748,Roulette-wheel selection,45
96,9600,15.198360553114933,Roulette-wheel selection,45
97,9700,15.109626073555592,Roulette-wheel selection,45
98,9800,14.936212944988108,Roulette-wheel selection,45
99,9900,14.832244384458722,Roulette-wheel selection,45
100,10000,14.848370530141526,Roulette-wheel selection,45
1,100,20.7317317132606,Roulette-wheel selection,46
2,200,17.6981488101168,Roulette-wheel selection,46
3,300,16.846938400633725,Roulette-wheel selection,46
4,400,16.38504148886042,Roulette-wheel selection,46
5,500,16.212177930901532,Roulette-wheel selection,46
6,600,16.196128485643584,Roulette-wheel selection,46
7,700,15.94926761219616,Roulette-wheel selection,46
8,800,15.96728585033548,Roulette-wheel selection,46
9,900,15.834950284222488,Roulette-wheel selection,46
10,1000,15.951646189554088,Roulette-wheel selection,46
11,1100,15.607675638004462,Roulette-wheel selection,46
12,1200,15.781683787491255,Roulette-wheel selection,46
13,1300,15.990252324359457,Roulette-wheel selection,46
14,1400,15.645099987588797,Roulette-wheel selection,46
15,1500,15.64499760741015,Roulette-wheel selection,46
16,1600,15.578889800958198,Roulette-wheel selection,46
17,1700,15.618340975156562,Roulette-wheel selection,46
18,1800,15.491240212335166,Roulette-wheel selection,46
19,1900,15.639455293612988,Roulette-wheel selection,46
20,2000,15.468475698884587,Roulette-wheel selection,46
21,2100,15.597832274712232,Roulette-wheel selection,46
22,2200,15.88918182294248,Roulette-wheel selection,46
23,2300,15.763197542181606,Roulette-wheel selection,46
24,2400,15.333864850250588,Roulette-wheel selection,46
25,2500,15.015752721365136,Roulette-wheel selection,46
26,2600,14.966713126674884,Roulette-wheel selection,46
27,2700,15.171160214855604,Roulette-wheel selection,46
28,2800,15.131858761873152,Roulette-wheel selection,46
29,2900,15.350089186717913,Roulette-wheel selection,46
30,3000,15.777284404055797,Roulette-wheel selection,46
31,3100,15.853416543708189,Roulette-wheel selection,46
32,3200,15.55530866933563,Roulette-wheel selection,46
33,3300,15.518023668624275,Roulette-wheel selection,46
34,3400,15.443677979841826,Roulette-wheel selection,46
35,3500,15.75500197606834,Roulette-wheel selection,46
36,3600,15.75260418980432,Roulette-wheel selection,46
37,3700,15.573003954070202,Roulette-wheel selection,46
38,3800,15.339635241181565,Roulette-wheel selection,46
39,3900,15.511539686839054,Roulette-wheel selection,46
40,4000,15.573023115232044,Roulette-wheel selection,46
41,4100,15.298822706562095,Roulette-wheel selection,46
42,4200,15.486032728676884,Roulette-wheel selection,46
43,4300,15.632812923651969,Roulette-wheel selection,46
44,4400,15.44663214365288,Roulette-wheel selection,46
45,4500,15.596055692611252,Roulette-wheel selection,46
46,4600,15.537731720883746,Roulette-wheel selection,46
47,4700,15.46239832802262,Roulette-wheel selection,46
48,4800,15.428403135908786,Roulette-wheel selection,46
49,4900,15.428308295843989,Roulette-wheel selection,46
50,5000,15.224365827240067,Roulette-wheel selection,46
51,5100,15.274993127886976,Roulette-wheel selection,46
52,5200,15.146252771737856,Roulette-wheel selection,46
53,5300,15.55766708185384,Roulette-wheel selection,46
54,5400,15.723250932798726,Roulette-wheel selection,46
55,5500,15.40614468702528,Roulette-wheel selection,46
56,5600,15.295385028836114,Roulette-wheel selection,46
57,5700,15.212657316573225,Roulette-wheel selection,46
58,5800,15.138430104754995,Roulette-wheel selection,46
59,5900,15.098201208220056,Roulette-wheel selection,46
60,6000,15.070600753522402,Roulette-wheel selection,46
61,6100,14.85241095161012,Roulette-wheel selection,46
62,6200,14.90054705304658,Roulette-wheel selection,46
63,6300,15.293675140674145,Roulette-wheel selection,46
64,6400,15.194212297541792,Roulette-wheel selection,46
65,6500,15.673768220116278,Roulette-wheel selection,46
66,6600,15.553179322830127,Roulette-wheel selection,46
67,6700,15.632855685824106,Roulette-wheel selection,46
68,6800,15.572272711791186,Roulette-wheel selection,46
69,6900,15.382690765222932,Roulette-wheel selection,46
70,7000,15.112868953986128,Roulette-wheel selection,46
71,7100,15.063128843242987,Roulette-wheel selection,46
72,7200,15.341309832689497,Roulette-wheel selection,46
73,7300,15.271439670916475,Roulette-wheel selection,46
74,7400,15.062822556425951,Roulette-wheel selection,46
75,7500,15.281238405733788,Roulette-wheel selection,46
76,7600,15.139933148427346,Roulette-wheel selection,46
77,7700,14.751713066331504,Roulette-wheel selection,46
78,7800,14.816014429073409,Roulette-wheel selection,46
79,7900,14.852793724418962,Roulette-wheel selection,46
80,8000,15.139567818948972,Roulette-wheel selection,46
81,8100,15.350832848200298,Roulette-wheel selection,46
82,8200,15.41201856451995,Roulette-wheel selection,46
83,8300,15.395731437714876,Roulette-wheel selection,46
84,8400,15.162115463767762,Roulette-wheel selection,46
85,8500,15.136393953120706,Roulette-wheel selection,46
86,8600,14.889839616632967,Roulette-wheel selection,46
87,8700,15.00630890887297,Roulette-wheel selection,46
88,8800,15.131757650769188,Roulette-wheel selection,46
89,8900,15.51620893904474,Roulette-wheel selection,46
90,9000,15.564681466602718,Roulette-wheel selection,46
91,9100,15.69750194741539,Roulette-wheel selection,46
92,9200,15.638269565660217,Roulette-wheel selection,46
93,9300,15.113093239343945,Roulette-wheel selection,46
94,9400,14.837399507879596,Roulette-wheel selection,46
95,9500,14.831372079330482,Roulette-wheel selection,46
96,9600,14.905526900088985,Roulette-wheel selection,46
97,9700,14.78261261377484,Roulette-wheel selection,46
98,9800,15.180676620888402,Roulette-wheel selection,46
99,9900,15.344861801165733,Roulette-wheel selection,46
100,10000,15.287972439425252,Roulette-wheel selection,46
