generation,evaluations,best_fitness,mean_fitness,mean_modules,variant,seed
36,3700,12.7,12.863092216334298,13.61,Tournament selection,46
37,3800,12.7,12.840214296891132,13.6,Tournament selection,46
38,3900,12.7,12.830975251902984,13.61,Tournament selection,46
39,4000,12.7,12.818423687973755,13.65,Tournament selection,46
40,4100,12.7,12.806573694078574,13.66,Tournament selection,46
41,4200,12.7,12.793419613322069,13.63,Tournament selection,46
42,4300,12.7,12.773703887821844,13.59,Tournament selection,46
43,4400,12.7,12.765383240621736,13.61,Tournament selection,46
44,4500,12.7,12.75688234019138,13.59,Tournament selection,46
45,4600,12.7,12.74388037608936,13.72,Tournament selection,46
46,4700,12.7,12.741036326477415,13.77,Tournament selection,46
47,4800,12.7,12.735997610549862,13.8,Tournament selection,46
48,4900,12.7,12.731004047869632,13.79,Tournament selection,46
49,5000,12.7,12.727049201116952,13.75,Tournament selection,46
50,5100,12.7,12.724280610597042,13.74,Tournament selection,46
51,5200,12.7,12.71810079168404,13.71,Tournament selection,46
52,5300,12.7,12.715431220677722,13.68,Tournament selection,46
53,5400,12.7,12.713404287544586,13.66,Tournament selection,46
54,5500,12.7,12.711920972771038,13.66,Tournament selection,46
55,5600,12.7,12.708509744377947,13.63,Tournament selection,46
56,5700,12.7,12.70435685859809,13.62,Tournament selection,46
57,5800,12.7,12.704158819570903,13.64,Tournament selection,46
58,5900,12.7,12.703861761030126,13.67,Tournament selection,46
59,6000,12.7,12.70336666346216,13.71,Tournament selection,46
60,6100,12.7,12.703168624434976,13.73,Tournament selection,46
61,6200,12.7,12.702970585407789,13.74,Tournament selection,46
62,6300,12.7,12.702178429299046,13.79,Tournament selection,46
63,6400,12.7,12.702079409785451,13.8,Tournament selection,46
64,6500,12.7,12.70158431221749,13.85,Tournament selection,46
65,6600,12.7,12.701386273190304,13.87,Tournament selection,46
66,6700,12.7,12.70118823416312,13.89,Tournament selection,46
67,6800,12.7,12.701089214649526,13.89,Tournament selection,46
68,6900,12.7,12.700891175622338,13.91,Tournament selection,46
69,7000,12.7,12.700693136595156,13.93,Tournament selection,46
70,7100,12.7,12.70059411708156,13.94,Tournament selection,46
71,7200,12.7,12.700297058540782,13.97,Tournament selection,46
72,7300,12.7,12.700000000000005,14.0,Tournament selection,46
73,7400,12.7,12.700000000000005,14.0,Tournament selection,46
74,7500,12.7,12.700000000000005,14.0,Tournament selection,46
75,7600,12.7,12.700000000000005,14.0,Tournament selection,46
76,7700,12.7,12.700000000000005,14.0,Tournament selection,46
77,7800,12.7,12.700000000000005,14.0,Tournament selection,46
78,7900,12.7,12.700000000000005,14.0,Tournament selection,46
79,8000,12.7,12.700000000000005,14.0,Tournament selection,46
80,8100,12.7,12.700000000000005,14.0,Tournament selection,46
81,8200,12.7,12.700000000000005,14.0,Tournament selection,46
82,8300,12.7,12.700000000000005,14.0,Tournament selection,46
83,8400,12.7,12.700000000000005,14.0,Tournament selection,46
84,8500,12.7,12.700000000000005,14.0,Tournament selection,46
85,8600,12.7,12.700000000000005,14.0,Tournament selection,46
86,8700,12.7,12.700000000000005,14.0,Tournament selection,46
87,8800,12.7,12.700000000000005,14.0,Tournament selection,46
88,8900,12.7,12.700000000000005,14.0,Tournament selection,46
89,9000,12.7,12.700000000000005,14.0,Tournament selection,46
90,9100,12.7,12.700000000000005,14.0,Tournament selection,46
91,9200,12.7,12.700000000000005,14.0,Tournament selection,46
92,9300,12.7,12.700000000000005,14.0,Tournament selection,46
93,9400,12.7,12.700000000000005,14.0,Tournament selection,46
94,9500,12.7,12.700000000000005,14.0,Tournament selection,46
95,9600,12.7,12.700000000000005,14.0,Tournament selection,46
96,9700,12.7,12.700000000000005,14.0,Tournament selection,46
97,9800,12.7,12.700000000000005,14.0,Tournament selection,46
98,9900,12.7,12.700000000000005,14.0,Tournament selection,46
99,10000,12.7,12.700000000000005,14.0,Tournament selection,46
100,10100,12.7,12.700000000000005,14.0,Tournament selection,46
1,200,15.476819745345026,19.77030840521481,18.02,Roulette-wheel selection,42
2,300,14.780350850198277,18.028495560553143,12.73,Roulette-wheel selection,42
3,400,14.780350850198277,17.741800293297175,9.56,Roulette-wheel selection,42
4,500,14.307878402833891,17.032724557660604,9.18,Roulette-wheel selection,42
5,600,14.232050807568877,16.515902886853226,9.36,Roulette-wheel selection,42
6,700,14.232050807568877,16.423569255123386,8.77,Roulette-wheel selection,42
7,800,13.992838827718412,16.135673843117807,9.82,Roulette-wheel selection,42
8,900,13.992838827718412,16.167492434982332,9.25,Roulette-wheel selection,42
9,1000,13.992838827718412,16.301287102003997,8.98,Roulette-wheel selection,42
10,1100,13.992838827718412,16.1009213746288,9.14,Roulette-wheel selection,42
11,1200,13.992838827718412,15.833412831057563,9.53,Roulette-wheel selection,42
12,1300,13.992838827718412,16.032111360608525,9.69,Roulette-wheel selection,42
13,1400,13.992838827718412,16.089560104202498,9.03,Roulette-wheel selection,42
14,1500,13.992838827718412,15.948538291865972,9.27,Roulette-wheel selection,42
15,1600,13.992838827718412,15.767320142766982,9.34,Roulette-wheel selection,42
16,1700,13.992838827718412,15.815183678489928,9.93,Roulette-wheel selection,42
17,1800,13.992838827718412,15.909774078416993,9.41,Roulette-wheel selection,42
18,1900,13.992838827718412,15.7928740106011,9.69,Roulette-wheel selection,42
19,2000,13.992838827718412,15.845913356773895,9.35,Roulette-wheel selection,42
20,2100,13.992838827718412,15.997045030166134,9.5,Roulette-wheel selection,42
21,2200,13.992838827718412,15.944174605553307,8.7,Roulette-wheel selection,42
22,2300,13.992838827718412,16.1144744446048,8.29,Roulette-wheel selection,42
23,2400,13.992838827718412,15.99043834113712,9.13,Roulette-wheel selection,42
24,2500,13.992838827718412,15.974041885582103,9.49,Roulette-wheel selection,42
25,2600,13.9,15.999747824525432,10.09,Roulette-wheel selection,42
26,2700,13.9,15.996144152166789,10.83,Roulette-wheel selection,42
27,2800,13.9,16.057849827669965,10.16,Roulette-wheel selection,42
28,2900,13.9,15.928123436652276,10.18,Roulette-wheel selection,42
29,3000,13.70332963783729,15.937846987564887,9.76,Roulette-wheel selection,42
30,3100,13.70332963783729,15.985245553072254,9.16,Roulette-wheel selection,42
31,3200,13.70332963783729,15.960657305921629,10.11,Roulette-wheel selection,42
32,3300,13.70332963783729,15.84306643730851,10.31,Roulette-wheel selection,42
33,3400,13.70332963783729,16.02019507253963,10.37,Roulette-wheel selection,42
34,3500,13.70332963783729,15.932521020911931,10.9,Roulette-wheel selection,42
35,3600,13.70332963783729,15.989096357194798,9.8,Roulette-wheel selection,42
36,3700,13.70332963783729,16.11951127870023,8.93,Roulette-wheel selection,42
37,3800,13.70332963783729,15.703133273039976,10.13,Roulette-wheel selection,42
38,3900,13.70332963783729,15.80283278477158,9.58,Roulette-wheel selection,42
39,4000,13.70332963783729,15.832190837959647,8.99,Roulette-wheel selection,42
40,4100,13.70332963783729,15.866993596095051,9.07,Roulette-wheel selection,42
41,4200,13.70332963783729,15.840535299182154,9.48,Roulette-wheel selection,42
42,4300,13.52664991614216,15.779525512211194,9.91,Roulette-wheel selection,42
43,4400,13.50830459735946,15.782606933820889,9.81,Roulette-wheel selection,42
44,4500,13.50830459735946,15.7436126240698,9.79,Roulette-wheel selection,42
45,4600,13.50830459735946,15.867095082067422,10.07,Roulette-wheel selection,42
46,4700,13.50830459735946,15.94811034797251,10.53,Roulette-wheel selection,42
47,4800,13.50830459735946,15.805306608549976,10.32,Roulette-wheel selection,42
48,4900,13.50830459735946,15.710835906128487,10.58,Roulette-wheel selection,42
49,5000,13.50830459735946,15.759747051443789,11.52,Roulette-wheel selection,42
50,5100,13.50830459735946,15.676731393362427,11.98,Roulette-wheel selection,42
51,5200,13.50830459735946,15.90398752044676,10.83,Roulette-wheel selection,42
52,5300,13.50830459735946,15.836454809296646,11.13,Roulette-wheel selection,42
53,5400,13.460232526704262,15.734060717263114,11.77,Roulette-wheel selection,42
54,5500,13.460232526704262,15.67983313431048,10.8,Roulette-wheel selection,42
55,5600,13.460232526704262,15.626405412130524,11.14,Roulette-wheel selection,42
56,5700,13.460232526704262,15.804082868341386,10.15,Roulette-wheel selection,42
57,5800,13.460232526704262,15.967441047639433,10.27,Roulette-wheel selection,42
58,5900,13.460232526704262,15.914370337989023,10.1,Roulette-wheel selection,42
59,6000,13.460232526704262,15.682280356994127,10.68,Roulette-wheel selection,42
60,6100,13.460232526704262,15.662661074104603,10.31,Roulette-wheel selection,42
61,6200,13.460232526704262,15.751872315508372,10.25,Roulette-wheel selection,42
62,6300,13.460232526704262,15.57753486489659,11.71,Roulette-wheel selection,42
63,6400,13.460232526704262,15.790902432059168,10.99,Roulette-wheel selection,42
64,6500,13.460232526704262,15.829515458546014,10.49,Roulette-wheel selection,42
65,6600,13.460232526704262,16.03841087566879,9.73,Roulette-wheel selection,42
66,6700,13.460232526704262,16.142437894368282,9.14,Roulette-wheel selection,42
67,6800,13.460232526704262,15.860743539698785,9.1,Roulette-wheel selection,42
68,6900,13.460232526704262,15.747824289407546,9.21,Roulette-wheel selection,42
69,7000,13.460232526704262,15.922903346744166,9.28,Roulette-wheel selection,42
70,7100,13.460232526704262,15.86818703819748,10.25,Roulette-wheel selection,42
71,7200,13.460232526704262,15.719284684968365,10.84,Roulette-wheel selection,42
72,7300,13.460232526704262,15.794083975587204,10.27,Roulette-wheel selection,42
73,7400,13.460232526704262,16.153889944208302,8.7,Roulette-wheel selection,42
74,7500,13.322497216032184,15.792215114951366,10.36,Roulette-wheel selection,42
75,7600,13.322497216032184,15.636639793761091,10.96,Roulette-wheel selection,42
76,7700,13.322497216032184,15.783592274976648,10.93,Roulette-wheel selection,42
77,7800,13.322497216032184,15.950230536988393,11.5,Roulette-wheel selection,42
78,7900,13.322497216032184,15.872377467974472,11.38,Roulette-wheel selection,42
79,8000,13.322497216032184,15.746889560598332,10.2,Roulette-wheel selection,42
80,8100,13.322497216032184,15.42953532346182,10.96,Roulette-wheel selection,42
81,8200,13.322497216032184,15.850500775580036,10.53,Roulette-wheel selection,42
82,8300,13.322497216032184,15.82357526145906,10.3,Roulette-wheel selection,42
83,8400,13.322497216032184,15.953573255018648,10.15,Roulette-wheel selection,42
84,8500,13.322497216032184,16.09994614821106,8.65,Roulette-wheel selection,42
85,8600,13.322497216032184,15.962337532717632,9.39,Roulette-wheel selection,42
86,8700,13.322497216032184,15.957052712821383,8.97,Roulette-wheel selection,42
87,8800,13.322497216032184,16.177291954262397,8.54,Roulette-wheel selection,42
88,8900,13.2770329614269,16.159073817077726,8.91,Roulette-wheel selection,42
89,9000,13.2770329614269,16.10820576308527,9.55,Roulette-wheel selection,42
90,9100,13.2770329614269,15.808389609427609,9.86,Roulette-wheel selection,42
91,9200,13.2770329614269,15.786094912053564,9.68,Roulette-wheel selection,42
92,9300,13.2770329614269,15.75759397694778,10.19,Roulette-wheel selection,42
93,9400,13.2770329614269,15.625524598643873,11.12,Roulette-wheel selection,42
94,9500,13.2770329614269,15.528358680905583,11.82,Roulette-wheel selection,42
95,9600,13.2770329614269,15.76214530103258,10.96,Roulette-wheel selection,42
96,9700,13.2770329614269,15.684906014058935,10.36,Roulette-wheel selection,42
97,9800,13.2770329614269,15.738088726502196,10.33,Roulette-wheel selection,42
98,9900,13.2770329614269,15.618195680404272,11.0,Roulette-wheel selection,42
99,10000,13.2770329614269,15.63008531512418,10.76,Roulette-wheel selection,42
100,10100,13.2770329614269,15.543678903483103,11.32,Roulette-wheel selection,42
1,200,16.142787793912433,19.271346865224963,17.85,Roulette-wheel selection,43
2,300,15.714674215792776,18.257546208176343,15.77,Roulette-wheel selection,43
3,400,15.643835071544512,17.777152061002283,14.99,Roulette-wheel selection,43
4,500,15.496807426326953,17.254943982162946,13.64,Roulette-wheel selection,43
5,600,15.01657508881031,16.802045218749797,11.58,Roulette-wheel selection,43
6,700,14.764911064067352,16.559910495810048,9.73,Roulette-wheel selection,43
7,800,14.75277655408689,16.540007803208823,7.87,Roulette-wheel selection,43
8,900,14.487475490101849,16.401814155439762,8.57,Roulette-wheel selection,43
9,1000,14.48328677803526,16.196206331751878,9.27,Roulette-wheel selection,43
10,1100,14.48328677803526,16.162330369608547,9.36,Roulette-wheel selection,43
11,1200,14.48328677803526,16.384602935672113,7.94,Roulette-wheel selection,43
12,1300,14.48328677803526,16.508625316269246,7.66,Roulette-wheel selection,43
13,1400,14.48328677803526,16.245435797852167,8.62,Roulette-wheel selection,43
14,1500,14.48328677803526,16.12798472447722,8.47,Roulette-wheel selection,43
15,1600,14.48328677803526,16.240654744915734,8.33,Roulette-wheel selection,43
16,1700,14.48328677803526,16.30491503550506,8.76,Roulette-wheel selection,43
17,1800,14.48328677803526,16.19409100985907,8.49,Roulette-wheel selection,43
18,1900,14.423243291566196,16.05414121427538,8.5,Roulette-wheel selection,43
19,2000,14.423243291566196,16.007080967016083,8.35,Roulette-wheel selection,43
20,2100,14.423243291566196,16.08128063666422,8.77,Roulette-wheel selection,43
21,2200,14.27571129984594,16.123077793006978,9.04,Roulette-wheel selection,43
22,2300,14.164582518894846,15.994537925651588,8.84,Roulette-wheel selection,43
23,2400,14.1591260281974,15.940397993158165,8.09,Roulette-wheel selection,43
24,2500,14.13901391331568,15.80034456221986,8.86,Roulette-wheel selection,43
25,2600,14.13901391331568,15.734054536778435,8.81,Roulette-wheel selection,43
26,2700,13.917800560721073,15.728997603737689,8.62,Roulette-wheel selection,43
27,2800,13.513552872566004,15.550449680839291,8.72,Roulette-wheel selection,43
28,2900,13.513552872566004,15.633217552473312,8.56,Roulette-wheel selection,43
29,3000,13.513552872566004,15.8164420736345,8.62,Roulette-wheel selection,43
30,3100,13.513552872566004,15.68832407269454,9.15,Roulette-wheel selection,43
31,3200,13.513552872566004,15.73404439602252,8.83,Roulette-wheel selection,43
32,3300,13.513552872566004,15.745293016294031,8.41,Roulette-wheel selection,43
33,3400,13.513552872566004,15.939326173989798,8.19,Roulette-wheel selection,43
34,3500,13.279795897113273,15.81732052354332,8.58,Roulette-wheel selection,43
35,3600,13.279795897113273,15.438280013986198,8.84,Roulette-wheel selection,43
36,3700,13.279795897113273,15.282779252908588,9.4,Roulette-wheel selection,43
37,3800,13.279795897113273,15.246267907763537,10.32,Roulette-wheel selection,43
38,3900,13.279795897113273,15.276098302245355,9.67,Roulette-wheel selection,43
39,4000,13.22736184954957,15.2476531021294,10.53,Roulette-wheel selection,43
40,4100,13.22736184954957,15.055877611164853,10.81,Roulette-wheel selection,43
41,4200,13.22736184954957,15.01318534945901,10.67,Roulette-wheel selection,43
42,4300,13.22736184954957,15.11761429126998,10.24,Roulette-wheel selection,43
43,4400,13.22736184954957,15.321492469773736,10.12,Roulette-wheel selection,43
44,4500,13.04833147735479,15.317396188916756,10.51,Roulette-wheel selection,43
45,4600,13.04833147735479,15.37191706102504,10.12,Roulette-wheel selection,43
46,4700,13.04833147735479,15.314744952383291,10.23,Roulette-wheel selection,43
47,4800,13.04833147735479,15.28062802564778,10.76,Roulette-wheel selection,43
48,4900,12.98309518948453,15.284033783281384,9.74,Roulette-wheel selection,43
49,5000,12.98309518948453,14.987275625460263,9.89,Roulette-wheel selection,43
50,5100,12.98309518948453,15.26209064677314,9.13,Roulette-wheel selection,43
51,5200,12.98309518948453,15.46562924997765,8.9,Roulette-wheel selection,43
52,5300,12.98309518948453,15.568413996767,9.21,Roulette-wheel selection,43
53,5400,12.98309518948453,15.711749097282798,9.48,Roulette-wheel selection,43
54,5500,12.98309518948453,15.652546960616414,9.61,Roulette-wheel selection,43
55,5600,12.98309518948453,15.61545999724219,9.64,Roulette-wheel selection,43
56,5700,12.98309518948453,15.622151318999132,9.18,Roulette-wheel selection,43
57,5800,12.98309518948453,15.630611124398042,8.85,Roulette-wheel selection,43
58,5900,12.98309518948453,15.72507512382074,8.79,Roulette-wheel selection,43
59,6000,12.98309518948453,15.584277724575427,8.78,Roulette-wheel selection,43
60,6100,12.98309518948453,15.449559266174228,9.81,Roulette-wheel selection,43
61,6200,12.98309518948453,15.422024852696868,10.12,Roulette-wheel selection,43
62,6300,12.98309518948453,15.42854972505293,10.31,Roulette-wheel selection,43
63,6400,12.98309518948453,15.311933486469655,10.48,Roulette-wheel selection,43
64,6500,12.98309518948453,15.46808907580405,9.87,Roulette-wheel selection,43
65,6600,12.98309518948453,15.400438710594448,9.59,Roulette-wheel selection,43
66,6700,12.978232998312528,15.308047230478133,9.39,Roulette-wheel selection,43
67,6800,12.978232998312528,15.356587678627886,10.11,Roulette-wheel selection,43
68,6900,12.978232998312528,15.15988916260523,10.1,Roulette-wheel selection,43
69,7000,12.978232998312528,15.44520327444784,10.73,Roulette-wheel selection,43
70,7100,12.978232998312528,14.996688809649228,10.77,Roulette-wheel selection,43
71,7200,12.978232998312528,15.215933597816816,10.35,Roulette-wheel selection,43
72,7300,12.978232998312528,15.267530659514344,11.18,Roulette-wheel selection,43
73,7400,12.80990195135928,15.236556431538638,10.86,Roulette-wheel selection,43
74,7500,12.80990195135928,15.132792500077205,11.09,Roulette-wheel selection,43
75,7600,12.80990195135928,15.07554547767896,10.96,Roulette-wheel selection,43
76,7700,12.80990195135928,15.09953803887766,11.28,Roulette-wheel selection,43
77,7800,12.80990195135928,15.128449140632554,10.89,Roulette-wheel selection,43
78,7900,12.80990195135928,15.10206818047242,10.13,Roulette-wheel selection,43
79,8000,12.80990195135928,15.100266432794744,10.4,Roulette-wheel selection,43
80,8100,12.80990195135928,15.35522149106785,9.97,Roulette-wheel selection,43
81,8200,12.80990195135928,15.14987552524003,10.16,Roulette-wheel selection,43
82,8300,12.80990195135928,15.140812274565729,10.91,Roulette-wheel selection,43
83,8400,12.80990195135928,15.206520046832914,10.38,Roulette-wheel selection,43
84,8500,12.80990195135928,15.112291097004643,10.82,Roulette-wheel selection,43
85,8600,12.80990195135928,14.945094300880156,10.59,Roulette-wheel selection,43
86,8700,12.8,15.080906997125371,10.69,Roulette-wheel selection,43
87,8800,12.8,15.090931403746827,10.85,Roulette-wheel selection,43
88,8900,12.8,15.171708274795597,11.05,Roulette-wheel selection,43
89,9000,12.8,15.153355112210242,11.1,Roulette-wheel selection,43
90,9100,12.8,15.263461606737248,10.58,Roulette-wheel selection,43
91,9200,12.8,15.075866119732956,10.76,Roulette-wheel selection,43
92,9300,12.8,14.956993110958,10.21,Roulette-wheel selection,43
93,9400,12.8,14.913259284872238,9.75,Roulette-wheel selection,43
94,9500,12.8,15.35354821807578,9.0,Roulette-wheel selection,43
95,9600,12.8,15.196011050363706,10.19,Roulette-wheel selection,43
96,9700,12.8,15.12586372829716,10.61,Roulette-wheel selection,43
97,9800,12.8,15.206190878600736,10.68,Roulette-wheel selection,43
98,9900,12.8,15.028474239187258,10.77,Roulette-wheel selection,43
99,10000,12.8,15.080669043334758,10.84,Roulette-wheel selection,43
100,10100,12.8,15.274608088758264,9.86,Roulette-wheel selection,43
1,200,15.5343879744639,19.43175267905424,17.98,Roulette-wheel selection,44
2,300,15.10665927567458,18.08298938524149,14.33,Roulette-wheel selection,44
3,400,15.10665927567458,17.129971141500064,11.86,Roulette-wheel selection,44
4,500,15.05329983228432,16.577010341584888,10.58,Roulette-wheel selection,44
5,600,14.845207879911715,16.448381375724136,9.78,Roulette-wheel selection,44
6,700,14.720897306865446,16.396988135002747,9.09,Roulette-wheel selection,44
7,800,14.435415650406265,16.352076181791016,8.55,Roulette-wheel selection,44
8,900,14.435415650406265,16.41460147262262,9.29,Roulette-wheel selection,44
9,1000,14.435415650406265,16.524287433340497,10.19,Roulette-wheel selection,44
10,1100,14.435415650406265,16.241436024921715,9.7,Roulette-wheel selection,44
11,1200,14.435415650406265,16.295678712973597,9.71,Roulette-wheel selection,44
12,1300,14.2540659228538,16.303918760235234,10.04,Roulette-wheel selection,44
13,1400,14.2540659228538,16.34213209351086,10.27,Roulette-wheel selection,44
14,1500,14.2540659228538,16.319406341128452,10.81,Roulette-wheel selection,44
15,1600,13.958703314492292,16.094689802207682,10.19,Roulette-wheel selection,44
16,1700,13.958703314492292,16.144014335374504,10.16,Roulette-wheel selection,44
17,1800,13.958703314492292,16.19964325136465,10.15,Roulette-wheel selection,44
18,1900,13.958703314492292,16.260520735952433,9.87,Roulette-wheel selection,44
19,2000,13.6131126469709,16.151654368563637,10.71,Roulette-wheel selection,44
20,2100,13.461324772583616,15.89615017855757,10.21,Roulette-wheel selection,44
21,2200,13.461324772583616,15.91929844157703,9.78,Roulette-wheel selection,44
22,2300,13.461324772583616,15.98720233047393,9.73,Roulette-wheel selection,44
23,2400,13.461324772583616,16.16210503889033,9.37,Roulette-wheel selection,44
24,2500,13.461324772583616,16.335552935003655,9.87,Roulette-wheel selection,44
25,2600,13.461324772583616,16.47839850215179,8.07,Roulette-wheel selection,44
26,2700,13.461324772583616,16.560357425756433,8.4,Roulette-wheel selection,44
27,2800,13.135270009440733,16.484614107782033,8.31,Roulette-wheel selection,44
28,2900,13.135270009440733,16.20456941512802,9.18,Roulette-wheel selection,44
29,3000,13.135270009440733,16.10346841144529,9.31,Roulette-wheel selection,44
30,3100,13.135270009440733,15.985868815168113,9.44,Roulette-wheel selection,44
31,3200,13.135270009440733,16.106057780039215,9.35,Roulette-wheel selection,44
32,3300,13.135270009440733,15.72966449688608,9.84,Roulette-wheel selection,44
33,3400,13.135270009440733,15.9134679723336,9.53,Roulette-wheel selection,44
34,3500,13.135270009440733,15.62768805500949,9.94,Roulette-wheel selection,44
35,3600,13.135270009440733,15.85182059649478,10.07,Roulette-wheel selection,44
36,3700,13.135270009440733,15.840965944979352,10.51,Roulette-wheel selection,44
37,3800,13.135270009440733,16.04523156652666,9.37,Roulette-wheel selection,44
38,3900,13.135270009440733,15.776283291752224,10.43,Roulette-wheel selection,44
39,4000,13.135270009440733,15.883574195035925,9.87,Roulette-wheel selection,44
40,4100,13.135270009440733,15.706334806214011,10.38,Roulette-wheel selection,44
41,4200,13.135270009440733,15.577823111408684,10.39,Roulette-wheel selection,44
42,4300,13.135270009440733,15.755892278218209,10.58,Roulette-wheel selection,44
43,4400,13.135270009440733,15.320793764275695,11.02,Roulette-wheel selection,44
44,4500,13.135270009440733,15.409926692728089,10.97,Roulette-wheel selection,44
45,4600,13.135270009440733,15.527535847461806,9.93,Roulette-wheel selection,44
46,4700,13.135270009440733,15.616868490910104,9.75,Roulette-wheel selection,44
47,4800,13.135270009440733,15.717341098831382,11.02,Roulette-wheel selection,44
48,4900,13.096662954709576,15.67253490554822,10.71,Roulette-wheel selection,44
49,5000,13.096662954709576,15.63119283863182,10.96,Roulette-wheel selection,44
50,5100,13.096662954709576,16.026193050368477,9.83,Roulette-wheel selection,44
51,5200,13.096662954709576,16.184324431359506,10.02,Roulette-wheel selection,44
52,5300,13.096662954709576,15.849938250343468,9.8,Roulette-wheel selection,44
53,5400,13.096662954709576,15.92521221971319,9.84,Roulette-wheel selection,44
54,5500,13.096662954709576,15.7660166944996,10.23,Roulette-wheel selection,44
55,5600,13.096662954709576,15.391745213243604,10.97,Roulette-wheel selection,44
56,5700,13.096662954709576,15.693510442849506,10.5,Roulette-wheel selection,44
57,5800,13.096662954709576,15.759910745718225,9.87,Roulette-wheel selection,44
58,5900,13.096662954709576,15.981617030073217,9.59,Roulette-wheel selection,44
59,6000,13.096662954709576,16.16090506340133,9.14,Roulette-wheel selection,44
60,6100,13.096662954709576,15.877693059850555,10.15,Roulette-wheel selection,44
61,6200,13.096662954709576,15.944447556614772,9.56,Roulette-wheel selection,44
62,6300,13.096662954709576,15.966682581850096,9.07,Roulette-wheel selection,44
63,6400,13.096662954709576,15.712311974921802,9.01,Roulette-wheel selection,44
64,6500,13.096662954709576,15.55220899105829,9.45,Roulette-wheel selection,44
65,6600,13.096662954709576,15.479238860762626,10.34,Roulette-wheel selection,44
66,6700,13.096662954709576,15.350163286887671,10.71,Roulette-wheel selection,44
67,6800,13.096662954709576,15.707312383737394,10.18,Roulette-wheel selection,44
68,6900,13.096662954709576,15.921838992851226,10.18,Roulette-wheel selection,44
69,7000,13.096662954709576,15.992765349201614,10.07,Roulette-wheel selection,44
70,7100,13.096662954709576,15.931754560156868,9.38,Roulette-wheel selection,44
71,7200,13.096662954709576,16.04352201145617,9.49,Roulette-wheel selection,44
72,7300,13.081138830084187,15.950272904616572,9.38,Roulette-wheel selection,44
73,7400,13.081138830084187,15.953217866862134,8.88,Roulette-wheel selection,44
74,7500,13.081138830084187,15.986227853265932,8.43,Roulette-wheel selection,44
75,7600,13.081138830084187,15.755961345962328,9.12,Roulette-wheel selection,44
76,7700,13.081138830084187,15.55578351733734,9.81,Roulette-wheel selection,44
77,7800,13.081138830084187,15.718482222793526,9.47,Roulette-wheel selection,44
78,7900,13.081138830084187,15.997059400349086,9.25,Roulette-wheel selection,44
79,8000,13.081138830084187,15.866828447960511,9.21,Roulette-wheel selection,44
80,8100,13.081138830084187,15.704000982351916,9.09,Roulette-wheel selection,44
81,8200,13.081138830084187,15.89531652853446,9.05,Roulette-wheel selection,44
82,8300,13.081138830084187,16.127276290907858,7.97,Roulette-wheel selection,44
83,8400,13.081138830084187,15.965429761754756,8.54,Roulette-wheel selection,44
84,8500,13.081138830084187,15.650337286948004,9.64,Roulette-wheel selection,44
85,8600,13.081138830084187,15.667532256442405,9.39,Roulette-wheel selection,44
86,8700,13.081138830084187,15.468986623561577,9.91,Roulette-wheel selection,44
87,8800,13.081138830084187,15.385622884285524,10.42,Roulette-wheel selection,44
88,8900,13.081138830084187,15.56117108217693,10.29,Roulette-wheel selection,44
89,9000,13.081138830084187,15.769786438216173,10.42,Roulette-wheel selection,44
90,9100,13.081138830084187,15.387098083503158,10.78,Roulette-wheel selection,44
91,9200,13.081138830084187,15.79919625172007,9.92,Roulette-wheel selection,44
92,9300,13.081138830084187,15.96628577646889,9.69,Roulette-wheel selection,44
93,9400,13.081138830084187,16.092530779619857,8.75,Roulette-wheel selection,44
94,9500,13.081138830084187,16.18305682116314,7.89,Roulette-wheel selection,44
95,9600,13.081138830084187,16.017220578084572,8.51,Roulette-wheel selection,44
96,9700,13.081138830084187,15.938512182849948,8.87,Roulette-wheel selection,44
97,9800,13.081138830084187,15.646443858987158,9.69,Roulette-wheel selection,44
98,9900,13.081138830084187,15.660127600194448,10.24,Roulette-wheel selection,44
99,10000,13.081138830084187,15.668212359912989,10.28,Roulette-wheel selection,44
100,10100,13.081138830084187,16.149402928088193,9.01,Roulette-wheel selection,44
1,200,16.251803788283283,19.36820305727286,18.0,Roulette-wheel selection,45
2,300,15.955133376499417,18.134145065562056,14.21,Roulette-wheel selection,45
3,400,15.714674215792776,17.05594764090548,9.96,Roulette-wheel selection,45
4,500,15.461455150532505,16.788771952472427,8.07,Roulette-wheel selection,45
5,600,15.05796522451032,16.726316182579154,7.45,Roulette-wheel selection,45
6,700,15.05796522451032,16.619512759322607,7.7,Roulette-wheel selection,45
7,800,14.957342370508885,16.402926007851462,7.67,Roulette-wheel selection,45
8,900,14.957342370508885,16.3717538041178,7.88,Roulette-wheel selection,45
9,1000,14.44948974278318,16.390576681287914,7.85,Roulette-wheel selection,45
10,1100,14.44948974278318,16.39020451024005,8.46,Roulette-wheel selection,45
11,1200,14.44948974278318,16.202219222835897,9.02,Roulette-wheel selection,45
12,1300,14.44948974278318,16.287177231355233,9.03,Roulette-wheel selection,45
13,1400,14.38208554864871,16.232722969777996,8.65,Roulette-wheel selection,45
14,1500,14.270540018881466,16.19124112814884,8.68,Roulette-wheel selection,45
15,1600,14.270540018881466,15.9887660281492,9.74,Roulette-wheel selection,45
16,1700,14.270540018881466,15.979716357092554,9.19,Roulette-wheel selection,45
17,1800,14.146536616149586,16.019653228835843,8.91,Roulette-wheel selection,45
18,1900,14.146536616149586,16.30396841823326,8.31,Roulette-wheel selection,45
19,2000,14.146536616149586,16.301228648359682,8.15,Roulette-wheel selection,45
